birdID,species,bandNumber,colorComboL,colorComboR
2571-90082,SOSP,2571-90082,B,OX
2571-90083,SOSP,2571-90083,M,XG
2571-90084,SOSP,2571-90084,XO,O
2571-90085,SOSP,2571-90085,R,XP
2571-90086,SOSP,2571-90086,G,XM
2571-90091,SOSP,2571-90091,PO,X
2571-90093,SOSP,2571-90093,X,MG
2571-90094,SOSP,2571-90094,X,YW
2571-90095,SOSP,2571-90095,XK,K
2571-90096,SOSP,2571-90096,X,GP
2571-90097,SOSP,2571-90097,Y,XB
2571-90101,SOSP,2571-90101,X,WG
2571-90109,SOSP,2571-90109,G,XG
2571-90115,SOSP,2571-90115,X,WG
2571-90121,SOSP,2571-90121,YX,R
2571-90122,SOSP,2571-90122,GX,O
2571-90123,SOSP,2571-90123,GG,X
2571-90126,SOSP,2571-90126,XG,R
2571-90133,SOSP,2571-90133,XY,M
2571-90134,SOSP,2571-90134,G,MX
2571-90135,SOSP,2571-90135,Y,KX
2571-90137,SOSP,2571-90137,KX,O
2571-90139,SOSP,2571-90139,GX,W
2571-90143,SOSP,2571-90143,WY,X
2571-90155,SOSP,2571-90155,X,YG
2571-90156,SOSP,2571-90156,X,RW
2571-90157,SOSP,2571-90157,X,YR
2571-90163,SOSP,2571-90163,XO,M
2571-90164,SOSP,2571-90164,X,WB
2571-90165,SOSP,2571-90165,B,XK
2571-90166,SOSP,2571-90166,YX,O
2571-90171,SOSP,2571-90171,K,X
2571-90174,SOSP,2571-90174,X,BR
2571-90185,SOSP,2571-90185,XM,M
2571-90190,SOSP,2571-90190,G,WX
2571-90191,SOSP,2571-90191,O,YX
2571-90193,SOSP,2571-90193,X,YB
2571-90205,SOSP,2571-90205,Y,WX
2571-90206,SOSP,2571-90206,BK,X
2581-97901,SOSP,2581-97901,XB,K
2581-97902,SOSP,2581-97902,XM,Y
2581-97903,SOSP,2581-97903,X,GW
2581-97905,SOSP,2581-97905,X,RY
2581-97906,SOSP,2581-97906,O,XO
2581-97908,SOSP,2581-97908,W,OX
2581-97910,SOSP,2581-97910,G,GX
2581-97911,SOSP,2581-97911,X,YB
2581-97912,SOSP,2581-97912,X,RK
2581-97913,SOSP,2581-97913,KX,O
2581-97914,SOSP,2581-97914,B,XK
2581-97915,SOSP,2581-97915,Y,RX
2581-97916,SOSP,2581-97916,X,WR
2581-97917,SOSP,2581-97917,XY,O
2581-97920,SOSP,2581-97920,OM,X
2641-64072,SOSP,2641-64072,WX,-
2641-64073,SOSP,2641-64073,XG,-
2641-64075,SOSP,2641-64075,KX,-
2641-64076,SOSP,2641-64076,X,-
2641-64077,SOSP,2641-64077,-,XW
2641-64079,SOSP,2641-64079,X,-
2641-64083,SOSP,2641-64083,X,RY
2641-64084,SOSP,2641-64084,X,YM
2641-64085,SOSP,2641-64085,X,GR
2651-52402,SOSP,2651-52402,Y,XY
2651-52429,SOSP,2651-52429,WK,X
2651-52433,SOSP,2651-52433,XM,O
2651-52435,SOSP,2651-52435,M,XO
2651-52437,SOSP,2651-52437,XK,B
2651-52439,SOSP,2651-52439,OX,M
2651-56642,SOSP,2651-56642,MR,X
266-18001,SOSP,266-18001,BX,W
266-18006,SOSP,266-18006,B,OX
266-18008,SOSP,266-18008,K,BX
266-18010,SOSP,266-18010,K,OX
266-18011,SOSP,266-18011,K,YX
266-18012,SOSP,266-18012,Y,XR
266-18015,SOSP,266-18015,G,BX
266-18016,SOSP,266-18016,G,MX
266-18017,SOSP,266-18017,XW,O
266-18018,SOSP,266-18018,G,WX
266-18019,SOSP,266-18019,Y,XB
266-18020,SOSP,266-18020,W,XK
266-18021,SOSP,266-18021,RX,GX
266-18023,SOSP,266-18023,R,XG
266-18025,SOSP,266-18025,R,XW
266-18026,SOSP,266-18026,BX,-
266-18027,SOSP,266-18027,K,MX
266-18029,SOSP,266-18029,K,GX
266-18031,SOSP,266-18031,K,PX
266-18032,SOSP,266-18032,K,RX
266-18034,SOSP,266-18034,B,XB
266-18036,SOSP,266-18036,RX,G
266-18037,SOSP,266-18037,O,XR
266-18038,SOSP,266-18038,O,XR
266-18040,SOSP,266-18040,O,XO
266-18041,SOSP,266-18041,O,XK
266-18045,SOSP,266-18045,O,RX
266-18046,SOSP,266-18046,O,GX
266-18048,SOSP,266-18048,O,XK
266-18052,SOSP,266-18052,W,XO
266-18053,SOSP,266-18053,X,RW
266-18054,SOSP,266-18054,K,XP
266-18056,SOSP,266-18056,R,XR
266-18057,SOSP,266-18057,X,WB
266-18058,SOSP,266-18058,X,WW
266-18059,SOSP,266-18059,X,RB
266-18061,SOSP,266-18061,B,XO
266-18062,SOSP,266-18062,B,XY
266-18064,SOSP,266-18064,O,XR
266-18065,SOSP,266-18065,W,XB
266-18066,SOSP,266-18066,W,XW
266-18067,SOSP,266-18067,O,YX
266-18069,SOSP,266-18069,XR,YX
266-18070,SOSP,266-18070,RX,R
266-18071,SOSP,266-18071,RX,Y
266-18073,SOSP,266-18073,K,OX
266-18074,SOSP,266-18074,W,XM
266-18076,SOSP,266-18076,K,BX
266-18077,SOSP,266-18077,G,RX
266-18078,SOSP,266-18078,RX,O
266-18081,SOSP,266-18081,G,OX
266-18082,SOSP,266-18082,W,XR
266-18084,SOSP,266-18084,RX,W
266-18085,SOSP,266-18085,W,XY
266-18086,SOSP,266-18086,O,OX
266-18087,SOSP,266-18087,WW,X
266-18088,SOSP,266-18088,WX,O
266-18089,SOSP,266-18089,OR,X
266-18090,SOSP,266-18090,R,WX
266-18091,SOSP,266-18091,WO,X
266-18092,SOSP,266-18092,GG,BX
266-18096,SOSP,266-18096,OK,X
266-18097,SOSP,266-18097,B,OX
266-18098,SOSP,266-18098,G,PX
2661-07694,SOSP,2661-07694,YK,X
2661-07695,SOSP,2661-07695,K,MX
2661-07696,SOSP,2661-07696,Y,XR
2661-07697,SOSP,2661-07697,KB,X
2661-07902,SOSP,2661-07902,R,XY
2661-07904,SOSP,2661-07904,X,GB
2661-07905,SOSP,2661-07905,XK,Y
2661-07906,SOSP,2661-07906,XR,O
2661-07907,SOSP,2661-07907,XB,O
2661-07911,SOSP,2661-07911,X,YO
2661-07912,SOSP,2661-07912,YY,X
2661-07913,SOSP,2661-07913,W,XO
2661-07919,SOSP,2661-07919,R,XW
2661-07925,SOSP,2661-07925,X,RR
2661-07931,SOSP,2661-07931,X,WY
2661-07934,SOSP,2661-07934,X,OB
2661-07941,SOSP,2661-07941,X,RR
2661-07942,SOSP,2661-07942,RG,X
2661-07943,SOSP,2661-07943,GY,X
2661-07951,SOSP,2661-07951,W,MX
2661-07953,SOSP,2661-07953,GG,X
2661-07955,SOSP,2661-07955,OK,X
2661-07959,SOSP,2661-07959,K,XB
2661-07969,SOSP,2661-07969,R,XK
2661-07970,SOSP,2661-07970,RY,X
2661-07977,SOSP,2661-07977,X,KY
2661-07978,SOSP,2661-07978,K,XB
2661-07980,SOSP,2661-07980,G,XM
2661-07985,SOSP,2661-07985,WM,X
2661-07986,SOSP,2661-07986,B,MX
2661-07988,SOSP,2661-07988,WX,M
2661-07989,SOSP,2661-07989,W,YX
2661-31402,SOSP,2661-31402,RX,B
2661-31404,SOSP,2661-31404,B,BX
2661-31405,SOSP,2661-31405,R,XM
2661-31406,SOSP,2661-31406,YX,K
2661-31407,SOSP,2661-31407,Y,WX
2661-31408,SOSP,2661-31408,KY,X
2661-31411,SOSP,2661-31411,MX,WW
2661-31412,SOSP,2661-31412,WX,MW
2661-31417,SOSP,2661-31417,XW,M
2661-31418,SOSP,2661-31418,WX,W
2661-31421,SOSP,2661-31421,X,O
2661-31425,SOSP,2661-31425,B,X
2661-31426,SOSP,2661-31426,X,M
2661-31429,SOSP,2661-31429,B,WX
2661-31431,SOSP,2661-31431,XO,B
2661-31442,SOSP,2661-31442,G,YX
2661-31446,SOSP,2661-31446,X,MB
2661-31447,SOSP,2661-31447,BX,M
2661-31448,SOSP,2661-31448,K,XB
2661-31451,SOSP,2661-31451,X,KY
2661-31452,SOSP,2661-31452,XY,G
2661-31455,SOSP,2661-31455,X,OB
2661-31456,SOSP,2661-31456,R,YX
2661-31457,SOSP,2661-31457,B,RX
2661-31458,SOSP,2661-31458,R,BX
2661-31459,SOSP,2661-31459,X,KR
2661-31460,SOSP,2661-31460,B,MX
2661-31461,SOSP,2661-31461,MY,X
2661-31463,SOSP,2661-31463,X,RY
2661-31464,SOSP,2661-31464,OG,X
2661-31465,SOSP,2661-31465,XG,Y
2661-31466,SOSP,2661-31466,MX,O
2661-31468,SOSP,2661-31468,WX,MW
2661-31469,SOSP,2661-31469,KO,X
2661-31470,SOSP,2661-31470,X,OK
2661-31472,SOSP,2661-31472,WX,WW
2661-31473,SOSP,2661-31473,WW,YX
2661-31474,SOSP,2661-31474,WY,YX
2661-31475,SOSP,2661-31475,XR,M
2661-31480,SOSP,2661-31480,BR,X
2661-31482,SOSP,2661-31482,YX,GY
2661-31484,SOSP,2661-31484,XO,YY
2661-31488,SOSP,2661-31488,XR,WO
2661-31489,SOSP,2661-31489,GG,XY
2661-31490,SOSP,2661-31490,RX,GW
2661-31491,SOSP,2661-31491,XW,RG
2661-31492,SOSP,2661-31492,OX,-
2661-31494,SOSP,2661-31494,GX,-
2661-31495,SOSP,2661-31495,-,OX
2661-31499,SOSP,2661-31499,-,GX
2661-31504,SOSP,2661-31504,OX,W
2661-31506,SOSP,2661-31506,X,BG
2661-31507,SOSP,2661-31507,X,PM
2661-31509,SOSP,2661-31509,MX,G
2661-31510,SOSP,2661-31510,RB,X
2661-31514,SOSP,2661-31514,BG,X
2661-31515,SOSP,2661-31515,R,XO
2661-31520,SOSP,2661-31520,OX,M
2661-31521,SOSP,2661-31521,X,GR
2661-31523,SOSP,2661-31523,YX,W
2661-31532,SOSP,2661-31532,XO,K
2661-31533,SOSP,2661-31533,X,PP
2661-31534,SOSP,2661-31534,RX,Y
2661-31536,SOSP,2661-31536,WX,M
2661-31540,SOSP,2661-31540,OB,X
2661-31541,SOSP,2661-31541,PX,R
2661-31546,SOSP,2661-31546,X,GO
2661-31551,SOSP,2661-31551,X,MG
2661-31552,SOSP,2661-31552,OX,B
2661-31554,SOSP,2661-31554,X,GK
2661-31560,SOSP,2661-31560,X,KM
2661-31565,SOSP,2661-31565,O,XG
2661-31570,SOSP,2661-31570,KX,Y
2661-31575,SOSP,2661-31575,O,OX
2661-31576,SOSP,2661-31576,XW,G
2661-31579,SOSP,2661-31579,GW,X
2661-31580,SOSP,2661-31580,Y,MX
2661-31583,SOSP,2661-31583,XR,B
2661-31584,SOSP,2661-31584,MX,W
2661-31585,SOSP,2661-31585,XK,G
2661-31586,SOSP,2661-31586,RY,X
2661-31589,SOSP,2661-31589,R,XM
2661-31590,SOSP,2661-31590,RG,X
2661-31593,SOSP,2661-31593,Y,XP
2661-31594,SOSP,2661-31594,G,OX
2661-31597,SOSP,2661-31597,M,XY
2661-31598,SOSP,2661-31598,X,KB
2661-31599,SOSP,2661-31599,W,GX
2661-31811,SOSP,2661-31811,X,OM
2661-31813,SOSP,2661-31813,X,WO
2661-31814,SOSP,2661-31814,X,RG
2661-31815,SOSP,2661-31815,B,WX
2661-31816,SOSP,2661-31816,OX,O
2661-31817,SOSP,2661-31817,GK,X
2661-31818,SOSP,2661-31818,YX,K
2661-31826,SOSP,2661-31826,O,XM
2661-31827,SOSP,2661-31827,YM,X
2661-31833,SOSP,2661-31833,X,MB
2661-31836,SOSP,2661-31836,O,WX
2661-31843,SOSP,2661-31843,XO,B
2661-31844,SOSP,2661-31844,RK,X
2661-31849,SOSP,2661-31849,RX,B
2661-31860,SOSP,2661-31860,X,UNK
2661-31861,SOSP,2661-31861,X,PR
2661-31865,SOSP,2661-31865,WP,X
2661-31866,SOSP,2661-31866,M,XP
2661-31868,SOSP,2661-31868,UNK,UNK
2661-31869,SOSP,2661-31869,XP,W
2661-31870,SOSP,2661-31870,PX,M
2661-31871,SOSP,2661-31871,P,XW
2661-31872,SOSP,2661-31872,OR,X
2661-31873,SOSP,2661-31873,X,WO
2661-31882,SOSP,2661-31882,OX,R
2661-31885,SOSP,2661-31885,X,WW
2661-33001,SOSP,2661-33001,X,RR
2661-33004,SOSP,2661-33004,OK,X
2661-33005,SOSP,2661-33005,GY,X
2661-33007,SOSP,2661-33007,GY,X
2661-33008,SOSP,2661-33008,G,XM
2661-33011,SOSP,2661-33011,W,MX
2661-33012,SOSP,2661-33012,WX,M
2661-33013,SOSP,2661-33013,W,YX
2661-33026,SOSP,2661-33026,KX,K
2661-33027,SOSP,2661-33027,RG,X
2661-33034,SOSP,2661-33034,X,WO
2661-33035,SOSP,2661-33035,O,XM
2661-33037,SOSP,2661-33037,X,WY
2661-33039,SOSP,2661-33039,X,RY
2661-33040,SOSP,2661-33040,X,RG
2661-33044,SOSP,2661-33044,R,XK
2661-33047,SOSP,2661-33047,X,OM
2661-33048,SOSP,2661-33048,M,XG
2661-33049,SOSP,2661-33049,OO,X
2661-33052,SOSP,2661-33052,R,OX
2661-33057,SOSP,2661-33057,GK,X
2661-33058,SOSP,2661-33058,X,GG
2661-33060,SOSP,2661-33060,XG,R
2661-33061,SOSP,2661-33061,O,WX
2661-33067,SOSP,2661-33067,X,RG
2661-33073,SOSP,2661-33073,KG,X
2661-33074,SOSP,2661-33074,G,XM
2661-33075,SOSP,2661-33075,X,GW
2661-33077,SOSP,2661-33077,R,OX
2661-33078,SOSP,2661-33078,W,MX
2661-33082,SOSP,2661-33082,RK,X
2661-33092,SOSP,2661-33092,WK,X
2661-33093,SOSP,2661-33093,YM,X
2661-33094,SOSP,2661-33094,OX,O
2661-33099,SOSP,2661-33099,YM,XY
2661-37820,SOSP,2661-37820,K,KX
2671-86608,SOSP,2671-86608,X,RM
2691-06101,SOSP,2691-06101,W,YX
2691-06102,SOSP,2691-06102,GK,X
2691-06104,SOSP,2691-06104,X,WY
2691-06105,SOSP,2691-06105,X,RG
2691-06106,SOSP,2691-06106,YX,K
2691-06107,SOSP,2691-06107,M,XG
2691-06108,SOSP,2691-06108,YX,K
2691-06109,SOSP,2691-06109,R,YX
2691-06110,SOSP,2691-06110,WK,X
2691-06111,SOSP,2691-06111,RY,X
2691-06116,SOSP,2691-06116,XG,R
2691-06117,SOSP,2691-06117,O,WX
2691-06119,SOSP,2691-06119,MX,O
2691-06122,SOSP,2691-06122,R,BX
2691-06124,SOSP,2691-06124,R,XM
2691-06125,SOSP,2691-06125,W,BX
2691-06126,SOSP,2691-06126,X,BB
2691-06127,SOSP,2691-06127,MW,X
2691-06128,SOSP,2691-06128,W,XO
2691-06129,SOSP,2691-06129,KX,Y
2691-06130,SOSP,2691-06130,WX,G
2691-06131,SOSP,2691-06131,RB,X
2691-06132,SOSP,2691-06132,R,KX
2691-06135,SOSP,2691-06135,WX,K
2691-06136,SOSP,2691-06136,O,WX
2691-06139,SOSP,2691-06139,YW,X
2691-06140,SOSP,2691-06140,X,GG
2691-06141,SOSP,2691-06141,WX,K
2691-06142,SOSP,2691-06142,WX,B
2691-06144,SOSP,2691-06144,O,XR
2691-06145,SOSP,2691-06145,B,KX
2691-06148,SOSP,2691-06148,KO,X
2691-86601,SOSP,2691-86601,K,KX
2691-86603,SOSP,2691-86603,O,XM
2691-86604,SOSP,2691-86604,B,GX
2691-86605,SOSP,2691-86605,G,XG
2691-86606,SOSP,2691-86606,X,KB
2691-86607,SOSP,2691-86607,PB,X
2691-86610,SOSP,2691-86610,XG,Y
2691-86611,SOSP,2691-86611,R,GX
2691-86612,SOSP,2691-86612,WO,X
2691-86613,SOSP,2691-86613,G,XR
2691-86614,SOSP,2691-86614,W,PX
2691-86615,SOSP,2691-86615,YP,X
2691-86616,SOSP,2691-86616,OY,X
2691-86617,SOSP,2691-86617,R,XP
2691-86618,SOSP,2691-86618,PW,X
2691-86619,SOSP,2691-86619,Y,PX
2691-86620,SOSP,2691-86620,Y,WX
2691-86621,SOSP,2691-86621,XB,R
2691-86622,SOSP,2691-86622,WP,X
2691-86623,SOSP,2691-86623,YO,X
2691-86624,SOSP,2691-86624,YR,X
2691-86625,SOSP,2691-86625,X,-
2691-86627,SOSP,2691-86627,Y,OX
2691-86628,SOSP,2691-86628,R,PX
2691-86629,SOSP,2691-86629,X,BM
2691-86630,SOSP,2691-86630,XB,O
2691-86631,SOSP,2691-86631,G,XO
2691-86632,SOSP,2691-86632,X,BP
2691-86633,SOSP,2691-86633,R,XG
2691-86634,SOSP,2691-86634,P,RX
2691-86635,SOSP,2691-86635,X,GM
2691-86636,SOSP,2691-86636,X,GB
2691-86637,SOSP,2691-86637,PX,Y
2691-86639,SOSP,2691-86639,O,XY
2691-86640,SOSP,2691-86640,RX,K
2691-86641,SOSP,2691-86641,P,XO
2691-86642,SOSP,2691-86642,XB,P
2691-86643,SOSP,2691-86643,GX,B
2691-86644,SOSP,2691-86644,X,MR
2691-86645,SOSP,2691-86645,XP,G
2691-86646,SOSP,2691-86646,PX,G
2691-86650,SOSP,2691-86650,BX,P
2691-86653,SOSP,2691-86653,WX,P
2691-86655,SOSP,2691-86655,G,RX
2691-86657,SOSP,2691-86657,O,XW
2691-86658,SOSP,2691-86658,MX,G
271-77659,SOSP,271-77659,YX,O
2710-54086,SOSP,2710-54086,-,MX
2711-54701,SOSP,2711-54701,X,BG
2711-54703,SOSP,2711-54703,G,XG
2711-54704,SOSP,2711-54704,X,BR
2711-54706,SOSP,2711-54706,G,RX
2711-54729,SOSP,2711-54729,X,BW
2711-54730,SOSP,2711-54730,R,XO
2711-54735,SOSP,2711-54735,R,GX
2711-54736,SOSP,2711-54736,X,RB
2711-54750,SOSP,2711-54750,G,XY
2711-54764,SOSP,2711-54764,XB,M
2711-54768,SOSP,2711-54768,O,BX
2711-54771,SOSP,2711-54771,WX,G
2711-54802,SOSP,2711-54802,XM,W
2711-54811,SOSP,2711-54811,X,GY
2711-54812,SOSP,2711-54812,XR,O
2711-54813,SOSP,2711-54813,G,WX
2711-54816,SOSP,2711-54816,XY,Y
2711-54819,SOSP,2711-54819,MO,X
2711-54820,SOSP,2711-54820,R,XW
2711-54824,SOSP,2711-54824,B,XR
2711-54827,SOSP,2711-54827,B,YX
2711-54828,SOSP,2711-54828,RX,R
2711-54831,SOSP,2711-54831,XK,O
2711-54833,SOSP,2711-54833,OB,X
2711-54834,SOSP,2711-54834,RX,W
2711-54835,SOSP,2711-54835,M,XW
2711-54872,SOSP,2711-54872,R,WX
2711-54874,SOSP,2711-54874,GX,B
2711-54877,SOSP,2711-54877,Y,WX
2711-54878,SOSP,2711-54878,XG,R
2711-54883,SOSP,2711-54883,WX,K
2711-54890,SOSP,2711-54890,KY,X
2711-54892,SOSP,2711-54892,RX,G
2711-54896,SOSP,2711-54896,X,MO
2711-54897,SOSP,2711-54897,Y,BX
2711-57701,SOSP,2711-57701,GP,X
2711-57702,SOSP,2711-57702,XM,G
2711-57704,SOSP,2711-57704,P,XO
2711-57705,SOSP,2711-57705,OP,X
2711-57707,SOSP,2711-57707,YG,X
2711-57708,SOSP,2711-57708,R,BX
2711-57709,SOSP,2711-57709,MX,O
2711-57724,SOSP,2711-57724,KX,K
2711-57731,SOSP,2711-57731,MX,Y
2711-57736,SOSP,2711-57736,X,MG
2711-58011,SOSP,2711-58011,R,XM
2711-58012,SOSP,2711-58012,O,MX
2711-58013,SOSP,2711-58013,WX,B
2711-58019,SOSP,2711-58019,X,KR
2711-58023,SOSP,2711-58023,X,RW
2711-58026,SOSP,2711-58026,K,XY
2711-58029,SOSP,2711-58029,G,XB
2711-58039,SOSP,2711-58039,B,XG
2711-58044,SOSP,2711-58044,B,GX
2711-58048,SOSP,2711-58048,W,XR
2711-58052,SOSP,2711-58052,X,KO
2711-58059,SOSP,2711-58059,XR,G
2711-58063,SOSP,2711-58063,BO,X
2711-58068,SOSP,2711-58068,X,YK
2711-58069,SOSP,2711-58069,X,OO
2711-58071,SOSP,2711-58071,X,GG
2711-58073,SOSP,2711-58073,W,XW
2711-58074,SOSP,2711-58074,RX,Y
2711-58078,SOSP,2711-58078,RX,O
2711-58079,SOSP,2711-58079,X,YY
2711-58080,SOSP,2711-58080,M,WX
2711-58082,SOSP,2711-58082,XG,Y
2711-58083,SOSP,2711-58083,MW,X
2711-58085,SOSP,2711-58085,OX,B
2711-58086,SOSP,2711-58086,RX,K
2711-64010,SOSP,2711-64010,XG,R
2711-64011,SOSP,2711-64011,XY,Y
2711-64022,SOSP,2711-64022,OR,X
2711-64037,SOSP,2711-64037,Y,XG
2711-64050,SOSP,2711-64050,W,XB
2711-64067,SOSP,2711-64067,OX,O
2711-64070,SOSP,2711-64070,X,OM
2711-64071,SOSP,2711-64071,W,YX
2711-64072,SOSP,2711-64072,GY,X
2711-64074,SOSP,2711-64074,RY,X
2711-64081,SOSP,2711-64081,B,RX
2711-64082,SOSP,2711-64082,YM,X
2711-64084,SOSP,2711-64084,B,WX
2711-64090,SOSP,2711-64090,R,YX
2711-64092,SOSP,2711-64092,G,YX
2711-64136,SOSP,2711-64136,YO,X
2711-64137,SOSP,2711-64137,YX,R
2711-64151,SOSP,2711-64151,R,OX
2711-64152,SOSP,2711-64152,G,XM
2711-64158,SOSP,2711-64158,M,BX
2711-64159,SOSP,2711-64159,O,RX
2711-64164,SOSP,2711-64164,O,XM
2711-64171,SOSP,2711-64171,X,RR
2711-64172,SOSP,2711-64172,X,MB
2711-64175,SOSP,2711-64175,Y,XY
2711-64176,SOSP,2711-64176,M,XG
2711-64179,SOSP,2711-64179,X,OB
2711-64183,SOSP,2711-64183,X,KY
2711-64185,SOSP,2711-64185,GG,X
2711-64194,SOSP,2711-64194,RG,X
2711-77001,SOSP,2711-77001,RX,P
2711-77006,SOSP,2711-77006,X,YY
2711-77007,SOSP,2711-77007,M,XM
2711-77009,SOSP,2711-77009,XR,P
2711-77012,SOSP,2711-77012,XB,K
2711-77022,SOSP,2711-77022,X,-
2711-77119,SOSP,2711-77119,X,RM
2711-77130,SOSP,2711-77130,RX,P
2711-77131,SOSP,2711-77131,O,BX
2711-77132,SOSP,2711-77132,X,GG
2711-77133,SOSP,2711-77133,PY,X
2711-77136,SOSP,2711-77136,Y,KX
2711-77137,SOSP,2711-77137,MG,X
2711-77138,SOSP,2711-77138,-,UNK
2711-77142,SOSP,2711-77142,R,XR
2711-77147,SOSP,2711-77147,M,XM
2711-77149,SOSP,2711-77149,X,PG
2711-77150,SOSP,2711-77150,-,OX
2711-77151,SOSP,2711-77151,W,BX
2711-77152,SOSP,2711-77152,GX,P
2711-77153,SOSP,2711-77153,P,RX
2711-77159,SOSP,2711-77159,P,XR
2711-77160,SOSP,2711-77160,XP,P
2711-77162,SOSP,2711-77162,P,XW
2711-77163,SOSP,2711-77163,K,XG
2711-77201,SOSP,2711-77201,K,WX
2711-77202,SOSP,2711-77202,BX,K
2711-77204,SOSP,2711-77204,OM,X
2711-77207,SOSP,2711-77207,M,BX
2711-77208,SOSP,2711-77208,RR,X
2711-77210,SOSP,2711-77210,W,OX
2711-77211,SOSP,2711-77211,X,YP
2711-77212,SOSP,2711-77212,XG,G
2711-77213,SOSP,2711-77213,XO,O
2711-77215,SOSP,2711-77215,KX,M
2711-77216,SOSP,2711-77216,GX,O
2711-77218,SOSP,2711-77218,YK,X
2711-77219,SOSP,2711-77219,YX,Y
2711-77220,SOSP,2711-77220,Y,XP
2711-77221,SOSP,2711-77221,G,XO
2711-77222,SOSP,2711-77222,KX,Y
2711-77223,SOSP,2711-77223,M,XO
2711-77224,SOSP,2711-77224,WG,X
2711-77225,SOSP,2711-77225,YX,W
2711-77227,SOSP,2711-77227,X,YO
2711-77229,SOSP,2711-77229,XR,W
2711-77230,SOSP,2711-77230,XY,Y
2711-77231,SOSP,2711-77231,X,RM
2711-77232,SOSP,2711-77232,XB,PX
2711-77233,SOSP,2711-77233,GR,X
2711-77234,SOSP,2711-77234,M,PX
2711-77236,SOSP,2711-77236,R,GX
2711-77237,SOSP,2711-77237,W,WX
2711-77239,SOSP,2711-77239,X,WP
2711-77240,SOSP,2711-77240,XR,R
2711-77242,SOSP,2711-77242,OX,P
2711-77243,SOSP,2711-77243,PM,X
2711-77245,SOSP,2711-77245,MX,W
2711-77246,SOSP,2711-77246,RO,X
2711-77247,SOSP,2711-77247,XM,R
2711-77248,SOSP,2711-77248,GM,X
2711-77249,SOSP,2711-77249,M,XP
2711-77250,SOSP,2711-77250,X,OP
2711-77251,SOSP,2711-77251,W,RX
2711-77253,SOSP,2711-77253,WX,G
2711-77254,SOSP,2711-77254,KX,W
2711-77255,SOSP,2711-77255,RP,X
2711-77256,SOSP,2711-77256,WY,X
2711-77257,SOSP,2711-77257,W,XP
2711-77258,SOSP,2711-77258,XG,Y
2711-77259,SOSP,2711-77259,XW,Y
2711-77260,SOSP,2711-77260,XK,R
2711-77262,SOSP,2711-77262,XB,G
2711-77265,SOSP,2711-77265,YB,X
2711-77266,SOSP,2711-77266,WX,P
2711-77267,SOSP,2711-77267,W,PX
2711-77269,SOSP,2711-77269,W,BX
2711-77272,SOSP,2711-77272,WX,K
2711-77274,SOSP,2711-77274,YX,R
2711-77275,SOSP,2711-77275,XW,G
2711-77276,SOSP,2711-77276,XB,R
2711-77278,SOSP,2711-77278,XW,K
2711-77279,SOSP,2711-77279,XY,O
2711-77281,SOSP,2711-77281,XM,B
2711-77282,SOSP,2711-77282,XP,Y
2711-77285,SOSP,2711-77285,P,BX
2711-77287,SOSP,2711-77287,PX,G
2711-77288,SOSP,2711-77288,X,BK
2711-77290,SOSP,2711-77290,X,WK
2711-77291,SOSP,2711-77291,XY,R
2711-77292,SOSP,2711-77292,Y,GX
2711-77294,SOSP,2711-77294,Y,X
2711-77295,SOSP,2711-77295,XW,W
2711-77295B,SOSP,2711-77295B,X,O
2711-77296,SOSP,2711-77296,YX,-
2711-77297,SOSP,2711-77297,X,YG
2711-77298,SOSP,2711-77298,B,GX
2711-77299,SOSP,2711-77299,X,WM
2711-77300,SOSP,2711-77300,XO,-
2711-77302,SOSP,2711-77302,KK,X
2711-77303,SOSP,2711-77303,K,PX
2711-77304,SOSP,2711-77304,XY,Y
2711-77309,SOSP,2711-77309,GX,P
2711-77310,SOSP,2711-77310,P,GX
2711-77311,SOSP,2711-77311,PX,M
2711-77312,SOSP,2711-77312,-,XP
2711-77313,SOSP,2711-77313,MP,X
2711-77314,SOSP,2711-77314,X,GK
2711-77315,SOSP,2711-77315,X,PG
2711-77318,SOSP,2711-77318,XY,W
2711-77324,SOSP,2711-77324,XR,K
2711-77325,SOSP,2711-77325,XM,Y
2711-77325B,SOSP,2711-77325B,KX,P
2711-77326,SOSP,2711-77326,-,XB
2711-77327,SOSP,2711-77327,-,XG
2711-77328,SOSP,2711-77328,P,XK
2711-77328B,SOSP,2711-77328B,P,KX
2711-77332,SOSP,2711-77332,XK,-
2711-77333,SOSP,2711-77333,-,BX
2711-77335,SOSP,2711-77335,-,PX
2711-77336,SOSP,2711-77336,XB,K
2711-77337,SOSP,2711-77337,X,R
2711-77338,SOSP,2711-77338,XK,K
2711-77339,SOSP,2711-77339,XW,-
2711-77341,SOSP,2711-77341,B,BX
2711-77342,SOSP,2711-77342,XY,-
2711-77343,SOSP,2711-77343,MK,X
2711-77345,SOSP,2711-77345,PX,Y
2711-77351,SOSP,2711-77351,P,XG
2711-77353,SOSP,2711-77353,X,PY
2711-77357,SOSP,2711-77357,X,MO
2711-77358,SOSP,2711-77358,XP,B
2711-77359,SOSP,2711-77359,X,PW
2711-77360,SOSP,2711-77360,P,XB
2711-77361,SOSP,2711-77361,PW,X
2711-77362,SOSP,2711-77362,XG,K
2711-77363,SOSP,2711-77363,-,KX
2711-77364,SOSP,2711-77364,X,GM
2711-77368,SOSP,2711-77368,K,X
2711-77370,SOSP,2711-77370,XB,-
2711-77371,SOSP,2711-77371,XP,G
