birdID,visitID,timeEnc,observerCapture,typeCapture,bandNumber,colorComboL,colorComboR,age,sex,dispositionCode
2710-54320,KNIGSALVA1_2014-07-07,NA,NA,B,2710-54320,XO,O,AHY,F,1
2441-96389,KNIGSALVA1_2014-07-07,NA,NA,B,2441-96389,X,MG,AHY,U,1
2730-27541,WILSMARMA1_2014-07-07,NA,NA,B,2730-27541,GB,X,AHY,M,1
2730-27540,WILSMARMA1_2014-07-07,NA,NA,B,2730-27540,M,YX,HY,U,1
2651-17156,WILSMARMA1_2014-07-07,NA,NA,B,2651-17156,XO,W,SY,M,1
2421-11303,HAMINANGA1_2014-07-08,NA,NA,B,2421-11303,KX,K,SY,U,1
2421-11304,HAMINANGA1_2014-07-08,NA,NA,B,2421-11304,X,WY,HY,U,1
2661-31821,HAMINANGA1_2014-07-08,NA,NA,B,2661-31821,XG,R,HY,U,1
1272-42465,HAMINANGA1_2014-07-08,NA,NA,B,1272-42465,X,OM,HY,U,1
1272-42466,HAMINANGA1_2014-07-08,NA,NA,B,1272-42466,RG,X,HY,U,1
1272-42467,HAMINANGA1_2014-07-08,NA,NA,B,1272-42467,X,KY,AHY,F,1
2641-97079,KRESMARPA1_2014-07-08,NA,NA,B,2641-97079,W,XY,AHY,M,1
266-18061,KRESMARPA1_2014-07-08,NA,NA,B,266-18061,B,XO,ASY,M,1
2730-26367,KRESMARPA1_2014-07-08,NA,NA,B,2730-26367,W,XY,HY,U,1
2730-26368,KRESMARPA1_2014-07-08,NA,NA,B,2730-26368,RX,R,SY,F,1
2730-26369,KRESMARPA1_2014-07-08,NA,NA,B,2730-26369,X,OB,AHY,M,1
2730-26370,KRESMARPA1_2014-07-08,NA,NA,B,2730-26370,B,XR,HY,U,1
2641-96732,LAUESARFL1_2014-07-08,NA,NA,B,2641-96732,M,XW,AHY,M,1
2641-96733,LAUESARFL1_2014-07-08,NA,NA,B,2641-96733,XK,O,HY,U,1
2641-96734,LAUESARFL1_2014-07-08,NA,NA,B,2641-96734,R,WX,AHY,F,1
2661-31378,LAUESARFL1_2014-07-08,NA,NA,B,2661-31378,X,MG,AHY,F,1
2661-31379,LAUESARFL1_2014-07-08,NA,NA,B,2661-31379,XY,G,AHY,F,1
2661-31380,LAUESARFL1_2014-07-08,NA,NA,B,2661-31380,MX,O,HY,U,1
2571-90275,LAUESARFL1_2014-07-08,NA,NA,R,2571-90275,O,YX,AHY,U,1
2661-31381,LAUESARFL1_2014-07-08,NA,NA,B,2661-31381,XG,R,HY,U,1
2421-12000,MCCAKEVMD1_2014-07-08,NA,NA,B,2421-12000,G,PX,SY,M,1
2421-11948,MCCAKEVMD1_2014-07-08,NA,NA,B,2421-11948,BP,X,AHY,M,1
2441-13871,MCCAKEVMD1_2014-07-08,NA,NA,B,2441-13871,W,XO,HY,U,1
2441-13872,MCCAKEVMD1_2014-07-08,NA,NA,B,2441-13872,GX,G,AHY,U,1
2441-13873,MCCAKEVMD1_2014-07-08,NA,NA,B,2441-13873,X,KB,AHY,F,1
2641-63851,MCCAKEVMD1_2014-07-08,NA,NA,B,2641-63851,XO,P,HY,U,1
2641-63812,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63812,WR,X,AHY,F,1
2641-63813,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63813,X,KY,AHY,F,1
2641-63814,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63814,OY,X,AHY,M,1
2641-63815,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63815,PM,X,AHY,M,1
2710-54321,MCCOCHRMD1_2014-07-08,NA,NA,B,2710-54321,OP,X,AHY,F,1
2641-63816,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63816,XK,W,AHY,M,1
1352-46526,MCCOCHRMD1_2014-07-08,NA,NA,B,1352-46526,X,PY,AHY,M,1
2641-63817,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63817,XM,M,AHY,M,1
2441-96391,MCCOCHRMD1_2014-07-08,NA,NA,B,2441-96391,Y,RX,AHY,M,1
2710-54322,MCCOCHRMD1_2014-07-08,NA,NA,B,2710-54322,X,RB,AHY,M,1
2641-63818,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63818,XG,G,AHY,M,1
2641-63819,MCCOCHRMD1_2014-07-08,NA,NA,B,2641-63819,X,RB,AHY,M,1
2571-90131,MILLLORVA1_2014-07-08,NA,NA,R,2571-90131,X,RK,HY,U,1
2730-27543,ROGEANDMA1_2014-07-08,NA,NA,B,2730-27543,BB,X,HY,U,1
2730-27542,ROGEANDMA1_2014-07-08,NA,NA,B,2730-27542,WR,X,AHY,M,1
2651-17157,ROGEANDMA1_2014-07-08,NA,NA,B,2651-17157,WW,X,SY,M,1
2371-04397,ROGEANDMA1_2014-07-08,NA,NA,B,2371-04397,X,WB,AHY,M,1
2371-04398,ROGEANDMA1_2014-07-08,NA,NA,B,2371-04398,X,YG,AHY,F,1
2641-96735,CASEANNFL1_2014-07-09,NA,NA,B,2641-96735,OO,X,AHY,M,1
2641-96736,CASEANNFL1_2014-07-09,NA,NA,B,2641-96736,BX,K,HY,M,1
2641-96737,CASEANNFL1_2014-07-09,NA,NA,B,2641-96737,OB,X,HY,M,1
2641-96738,CASEANNFL1_2014-07-09,NA,NA,B,2641-96738,GX,K,AHY,M,1
2641-96739,CASEANNFL1_2014-07-09,NA,NA,B,2641-96739,B,XW,HY,M,1
2641-96740,CASEANNFL1_2014-07-09,NA,NA,B,2641-96740,X,MO,AHY,M,1
2641-96741,CASEANNFL1_2014-07-09,NA,NA,B,2641-96741,MB,X,HY,F,1
2641-96742,CASEANNFL1_2014-07-09,NA,NA,B,2641-96742,GX,B,HY,U,1
2641-63820,FREYFREMD1_2014-07-09,NA,NA,B,2641-63820,M,BX,AHY,M,1
2641-63821,FREYFREMD1_2014-07-09,NA,NA,B,2641-63821,X,PO,AHY,M,1
2641-63822,FREYFREMD1_2014-07-09,NA,NA,B,2641-63822,XP,B,HY,U,1
2641-63823,FREYFREMD1_2014-07-09,NA,NA,B,2641-63823,B,WX,HY,U,1
2641-63825,FREYFREMD1_2014-07-09,NA,NA,B,2641-63825,XY,MP,AHY,U,1
1352-46527,FREYFREMD1_2014-07-09,NA,NA,B,1352-46527,X,MY,AHY,M,1
2641-63826,FREYFREMD1_2014-07-09,NA,NA,B,2641-63826,XW,KO,HY,U,1
1352-46528,FREYFREMD1_2014-07-09,NA,NA,B,1352-46528,X,BK,HY,U,1
2641-63827,FREYFREMD1_2014-07-09,NA,NA,B,2641-63827,XB,GW,HY,U,1
2641-63828,FREYFREMD1_2014-07-09,NA,NA,B,2641-63828,XG,YW,HY,U,1
1352-46529,FREYFREMD1_2014-07-09,NA,NA,B,1352-46529,PO,X,HY,U,1
2641-63829,FREYFREMD1_2014-07-09,NA,NA,B,2641-63829,YG,KX,AHY,M,1
2641-63830,FREYFREMD1_2014-07-09,NA,NA,B,2641-63830,PY,WX,AHY,U,1
1352-46530,FREYFREMD1_2014-07-09,NA,NA,B,1352-46530,X,BW,AHY,M,1
2641-63831,FREYFREMD1_2014-07-09,NA,NA,B,2641-63831,XK,YO,AHY,F,1
2710-54324,FREYFREMD1_2014-07-09,NA,NA,B,2710-54324,GX,UNK,HY,U,1
1352-46531,FREYFREMD1_2014-07-09,NA,NA,B,1352-46531,K,XY,HY,U,1
1352-46532,FREYFREMD1_2014-07-09,NA,NA,B,1352-46532,B,RX,HY,U,1
2710-54323,FREYFREMD1_2014-07-09,NA,NA,B,2710-54323,PO,X,AHY,M,1
2641-63693,FREYFREMD1_2014-07-09,NA,NA,R,2641-63693,X,MO,SY,M,1
2730-27547,KANEBRIMA1_2014-07-09,NA,NA,B,2730-27547,XR,B,HY,U,1
2730-27544,KANEBRIMA1_2014-07-09,NA,NA,B,2730-27544,GR,X,HY,U,1
2730-27546,KANEBRIMA1_2014-07-09,NA,NA,B,2730-27546,OG,X,AHY,F,1
2730-27545,KANEBRIMA1_2014-07-09,NA,NA,B,2730-27545,YX,Y,AHY,M,1
1352-46317,KOPCTOMPA1_2014-07-09,NA,NA,B,1352-46317,X,-,HY,F,1
1352-46318,KOPCTOMPA1_2014-07-09,NA,NA,B,1352-46318,B,XP,ASY,F,1
1352-46319,KOPCTOMPA1_2014-07-09,NA,NA,B,1352-46319,X,-,ASY,M,1
1352-46320,KOPCTOMPA1_2014-07-09,NA,NA,B,1352-46320,X,-,ASY,M,1
2331-40240,KOPCTOMPA1_2014-07-09,NA,NA,B,2331-40240,X,-,ASY,M,1
2331-40241,KOPCTOMPA1_2014-07-09,NA,NA,B,2331-40241,B,XY,AHY,M,1
266-18036,KOPCTOMPA1_2014-07-09,NA,NA,B,266-18036,RX,G,ASY,M,1
2641-64027,KOPCTOMPA1_2014-07-09,NA,NA,R,2641-64027,X,-,ASY,F,1
2441-13874,MILLLORVA1_2014-07-09,NA,NA,B,2441-13874,W,OX,AHY,F,1
2641-63852,MILLLORVA1_2014-07-09,NA,NA,B,2641-63852,X,WM,AHY,M,1
2710-53964,MILLLORVA1_2014-07-09,NA,NA,B,2710-53964,YB,X,AHY,F,1
266-18062,NIKODONPA1_2014-07-09,NA,NA,B,266-18062,B,XY,ASY,M,1
266-18063,NIKODONPA1_2014-07-09,NA,NA,B,266-18063,B,XY,HY,U,1
2730-26371,NIKODONPA1_2014-07-09,NA,NA,B,2730-26371,B,XY,HY,U,1
2730-26372,NIKODONPA1_2014-07-09,NA,NA,B,2730-26372,Y,XR,SY,F,1
2730-26373,NIKODONPA1_2014-07-09,NA,NA,B,2730-26373,R,XW,HY,U,1
2730-26374,NIKODONPA1_2014-07-09,NA,NA,B,2730-26374,W,XM,AHY,M,1
2720-99549,SCIBLINMA1_2014-07-09,NA,NA,B,2720-99549,X,KR,AHY,M,1
2720-99550,SCIBLINMA1_2014-07-09,NA,NA,B,2720-99550,WX,B,HY,U,1
2691-06125,SCIBLINMA1_2014-07-09,NA,NA,B,2691-06125,W,BX,AHY,F,1
266-18064,ELINEDPA1_2014-07-10,NA,NA,B,266-18064,O,XR,ASY,M,1
266-18065,ELINEDPA1_2014-07-10,NA,NA,B,266-18065,W,XB,ASY,F,1
2720-99551,HALLJENMA1_2014-07-10,NA,NA,B,2720-99551,X,OO,HY,U,1
2720-99599,HALLJENMA1_2014-07-10,NA,NA,B,2720-99599,GX,M,HY,U,1
2641-85640,HALLJENMA1_2014-07-10,NA,NA,B,2641-85640,Y,XO,AHY,F,1
1352-63522,HALLJENMA1_2014-07-10,NA,NA,B,1352-63522,Y,XY,AHY,M,1
2691-06126,HALLJENMA1_2014-07-10,NA,NA,B,2691-06126,X,BB,AHY,M,1
2691-06129,HALLJENMA1_2014-07-10,NA,NA,B,2691-06129,KX,Y,AHY,M,1
2691-06127,HALLJENMA1_2014-07-10,NA,NA,B,2691-06127,MW,X,AHY,F,1
2691-06131,HALLJENMA1_2014-07-10,NA,NA,B,2691-06131,RB,X,AHY,F,1
2691-06128,HALLJENMA1_2014-07-10,NA,NA,B,2691-06128,W,XO,AHY,M,1
2691-06130,HALLJENMA1_2014-07-10,NA,NA,B,2691-06130,WX,G,AHY,M,1
2421-11305,HARRMARGA1_2014-07-10,NA,NA,B,2421-11305,YM,X,AHY,F,1
2710-53763,HARRMARGA1_2014-07-10,NA,NA,B,2710-53763,Y,XY,AHY,U,1
2421-11306,HARRMARGA1_2014-07-10,NA,NA,B,2421-11306,X,OB,SY,F,1
1272-42468,HARRMARGA1_2014-07-10,NA,NA,B,1272-42468,GG,X,AHY,U,1
2661-31822,HARRMARGA1_2014-07-10,NA,NA,B,2661-31822,OO,X,AHY,U,1
2661-31823,HARRMARGA1_2014-07-10,NA,NA,B,2661-31823,R,XM,AHY,F,1
2421-11307,HARRMARGA1_2014-07-10,NA,NA,B,2421-11307,B,GX,HY,F,1
2661-31824,HARRMARGA1_2014-07-10,NA,NA,B,2661-31824,X,WO,HY,U,1
2421-11308,HARRMARGA1_2014-07-10,NA,NA,B,2421-11308,WX,B,AHY,F,1
2421-11309,HARRMARGA1_2014-07-10,NA,NA,B,2421-11309,G,WX,HY,M,1
2661-31825,HARRMARGA1_2014-07-10,NA,NA,B,2661-31825,OX,O,HY,M,1
2441-13875,LANDCELVA1_2014-07-10,NA,NA,B,2441-13875,R,XO,AHY,U,1
2710-53965,LANDCELVA1_2014-07-10,NA,NA,B,2710-53965,G,XB,AHY,U,1
2710-53966,LANDCELVA1_2014-07-10,NA,NA,B,2710-53966,X,WR,AHY,M,1
2641-63853,LANDCELVA1_2014-07-10,NA,NA,B,2641-63853,RX,R,SY,U,1
2641-63854,LANDCELVA1_2014-07-10,NA,NA,B,2641-63854,GX,M,AHY,F,1
2641-63855,LANDCELVA1_2014-07-10,NA,NA,B,2641-63855,YX,G,AHY,M,1
2641-63856,LANDCELVA1_2014-07-10,NA,NA,B,2641-63856,XW,R,AHY,F,1
2641-63857,LANDCELVA1_2014-07-10,NA,NA,B,2641-63857,OK,X,AHY,F,1
2710-53967,LANDCELVA1_2014-07-10,NA,NA,B,2710-53967,X,MW,AHY,F,1
2710-53969,LANDCELVA1_2014-07-10,NA,NA,B,2710-53969,O,XK,HY,U,1
2641-63858,LANDCELVA1_2014-07-10,NA,NA,B,2641-63858,X,BM,AHY,F,1
1292-64554,LANDCELVA1_2014-07-10,NA,NA,B,1292-64554,PX,R,SY,M,1
2441-13876,LANDCELVA1_2014-07-10,NA,NA,B,2441-13876,BW,X,AHY,M,1
2710-53968,LANDCELVA1_2014-07-10,NA,NA,B,2710-53968,G,RX,HY,U,1
2641-63832,MAZUJENMD1_2014-07-10,NA,NA,B,2641-63832,X,PM,AHY,M,1
2641-63833,MAZUJENMD1_2014-07-10,NA,NA,B,2641-63833,RG,X,AHY,M,1
2710-54325,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54325,X,OY,AHY,F,1
2441-96392,MAZUJENMD1_2014-07-10,NA,NA,B,2441-96392,RM,X,AHY,F,1
2441-96393,MAZUJENMD1_2014-07-10,NA,NA,B,2441-96393,X,GP,HY,U,1
2710-54326,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54326,PW,X,AHY,U,1
2710-54328,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54328,YK,X,AHY,U,1
2710-54329,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54329,X,MK,AHY,F,1
2710-54330,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54330,RB,X,HY,U,1
2710-54327,MAZUJENMD1_2014-07-10,NA,NA,B,2710-54327,X,GO,AHY,U,1
1352-46321,MEALRYAPA1_2014-07-10,NA,NA,B,1352-46321,K,RX,ASY,M,1
2331-40242,MEALRYAPA1_2014-07-10,NA,NA,B,2331-40242,B,XB,AHY,M,1
2401-30813,MEALRYAPA1_2014-07-10,NA,NA,B,2401-30813,X,-,AHY,M,1
266-18033,MEALRYAPA1_2014-07-10,NA,NA,B,266-18033,B,XM,ASY,M,1
266-18034,MEALRYAPA1_2014-07-10,NA,NA,B,266-18034,B,XB,SY,F,1
266-18035,MEALRYAPA1_2014-07-10,NA,NA,B,266-18035,B,XG,ASY,M,1
2730-26320,MEALRYAPA1_2014-07-10,NA,NA,B,2730-26320,K,OX,ASY,F,1
2730-26321,MEALRYAPA1_2014-07-10,NA,NA,B,2730-26321,B,XB,HY,U,1
2730-26322,MEALRYAPA1_2014-07-10,NA,NA,B,2730-26322,B,XP,ASY,M,1
2421-11310,BONNPATGA1_2014-07-11,NA,NA,B,2421-11310,GK,X,SY,M,1
2661-31826,BONNPATGA1_2014-07-11,NA,NA,B,2661-31826,O,XM,AHY,F,1
2661-31827,BONNPATGA1_2014-07-11,NA,NA,B,2661-31827,YM,X,HY,U,1
2661-31828,BONNPATGA1_2014-07-11,NA,NA,B,2661-31828,B,XG,AHY,U,1
2421-11311,BONNPATGA1_2014-07-11,NA,NA,B,2421-11311,WX,K,AHY,F,1
2710-53764,BONNPATGA1_2014-07-11,NA,NA,B,2710-53764,X,WY,AHY,F,1
1272-42469,BONNPATGA1_2014-07-11,NA,NA,B,1272-42469,O,XM,HY,U,1
2421-11312,BONNPATGA1_2014-07-11,NA,NA,B,2421-11312,G,XB,SY,F,1
2421-11313,BONNPATGA1_2014-07-11,NA,NA,B,2421-11313,X,MO,HY,U,1
2441-13877,EDEREDWVA1_2014-07-11,NA,NA,B,2441-13877,KX,M,AHY,U,1
2441-13878,EDEREDWVA1_2014-07-11,NA,NA,B,2441-13878,YR,X,AHY,U,1
2641-63859,EDEREDWVA1_2014-07-11,NA,NA,B,2641-63859,R,XO,AHY,M,1
1891-11031,GAIEMELMA1_2014-07-11,NA,NA,R,1891-11031,R,OX,ASY,F,1
2720-99552,GAIEMELMA1_2014-07-11,NA,NA,B,2720-99552,X,RW,ASY,M,1
2720-99553,GAIEMELMA1_2014-07-11,NA,NA,B,2720-99553,G,XY,ASY,M,1
2691-06132,GAIEMELMA1_2014-07-11,NA,NA,B,2691-06132,R,KX,AHY,M,1
2641-63835,GOROCARDC1_2014-07-11,NA,NA,B,2641-63835,OB,X,HY,U,1
2641-63836,GOROCARDC1_2014-07-11,NA,NA,B,2641-63836,X,GY,HY,U,1
2641-63837,GOROCARDC1_2014-07-11,NA,NA,B,2641-63837,PO,X,HY,U,1
2641-63838,GOROCARDC1_2014-07-11,NA,NA,B,2641-63838,X,YR,AHY,U,1
2641-63839,GOROCARDC1_2014-07-11,NA,NA,B,2641-63839,OR,X,AHY,U,1
2441-96395,GOROCARDC1_2014-07-11,NA,NA,B,2441-96395,X,OW,AHY,M,1
2441-63841,GOROCARDC1_2014-07-11,NA,NA,B,2441-63841,X,OY,HY,U,1
2441-63842,GOROCARDC1_2014-07-11,NA,NA,B,2441-63842,X,PB,HY,U,1
2641-63840,GOROCARDC1_2014-07-11,NA,NA,B,2641-63840,X,OB,HY,U,1
2641-63843,GOROCARDC1_2014-07-11,NA,NA,B,2641-63843,MG,X,AHY,F,1
1352-46533,GOROCARDC1_2014-07-11,NA,NA,B,1352-46533,X,MG,AHY,F,1
1352-46534,GOROCARDC1_2014-07-11,NA,NA,B,1352-46534,X,PW,AHY,M,1
2641-63844,GOROCARDC1_2014-07-11,NA,NA,B,2641-63844,B,X,AHY,U,1
2641-63845,GOROCARDC1_2014-07-11,NA,NA,B,2641-63845,GW,X,HY,U,1
2441-96397,GOROCARDC1_2014-07-11,NA,NA,B,2441-96397,X,PM,AHY,F,1
2441-96396,GOROCARDC1_2014-07-11,NA,NA,B,2441-96396,YP,X,AHY,F,1
2441-96493,GOROCARDC1_2014-07-11,NA,NA,R,2441-96493,XO,B,ASY,F,1
2661-31384,MILLKARFL1_2014-07-11,NA,NA,B,2661-31384,R,OX,NA,NA,1
2661-31382,MILLKARFL1_2014-07-11,NA,NA,B,2661-31382,B,RX,HY,U,1
2661-31383,MILLKARFL1_2014-07-11,NA,NA,B,2661-31383,Y,XY,HY,U,1
2661-31384,MILLKARFL1_2014-07-11,NA,NA,B,2661-31384,R,OX,HY,U,1
2661-07755,MILLKARFL1_2014-07-11,NA,NA,R,2661-07755,YX,Y,AHY,F,1
2661-31385,MILLKARFL1_2014-07-11,NA,NA,B,2661-31385,G,XB,HY,U,1
2641-96743,MILLKARFL1_2014-07-11,NA,NA,B,2641-96743,B,XR,AHY,M,1
2641-96744,MILLKARFL1_2014-07-11,NA,NA,B,2641-96744,W,XR,HY,F,1
2641-97080,RALSJIMPA1_2014-07-11,NA,NA,B,2641-97080,W,XW,AHY,M,1
2641-97081,RALSJIMPA1_2014-07-11,NA,NA,B,2641-97081,XY,R,AHY,F,1
2641-97082,RALSJIMPA1_2014-07-11,NA,NA,B,2641-97082,B,XG,AHY,F,1
2641-97083,RALSJIMPA1_2014-07-11,NA,NA,B,2641-97083,G,RX,HY,U,1
2641-97084,RALSJIMPA1_2014-07-11,NA,NA,B,2641-97084,G,XO,AHY,F,1
266-18066,RALSJIMPA1_2014-07-11,NA,NA,B,266-18066,W,XW,ASY,M,1
266-18067,RALSJIMPA1_2014-07-11,NA,NA,B,266-18067,O,YX,ASY,M,1
266-18068,RALSJIMPA1_2014-07-11,NA,NA,B,266-18068,O,YX,ASY,M,1
266-18069,RALSJIMPA1_2014-07-11,NA,NA,B,266-18069,XR,YX,ASY,M,1
266-18070,RALSJIMPA1_2014-07-11,NA,NA,B,266-18070,RX,R,ASY,M,1
2730-26375,RALSJIMPA1_2014-07-11,NA,NA,B,2730-26375,W,XW,AHY,F,1
2730-26376,RALSJIMPA1_2014-07-11,NA,NA,B,2730-26376,XY,R,HY,U,1
2730-26377,RALSJIMPA1_2014-07-11,NA,NA,B,2730-26377,XW,OB,HY,U,1
2730-26378,RALSJIMPA1_2014-07-11,NA,NA,B,2730-26378,O,YX,HY,U,1
2641-63846,BOONGREMD1_2014-07-12,NA,NA,B,2641-63846,X,BG,AHY,F,1
2710-54331,BOONGREMD1_2014-07-12,NA,NA,B,2710-54331,PW,X,AHY,U,1
2710-54332,BOONGREMD1_2014-07-12,NA,NA,B,2710-54332,OR,X,AHY,U,1
2710-54333,BOONGREMD1_2014-07-12,NA,NA,B,2710-54333,X,PK,AHY,M,1
2441-96398,BOONGREMD1_2014-07-12,NA,NA,B,2441-96398,OK,X,AHY,M,1
2641-63847,BOONGREMD1_2014-07-12,NA,NA,B,2641-63847,X,GW,AHY,M,1
2421-34685,BOONGREMD1_2014-07-12,NA,NA,R,2421-34685,XB,B,AHY,M,1
2661-31386,DOUGSANFL1_2014-07-12,NA,NA,B,2661-31386,YB,X,AHY,U,1
2661-31387,DOUGSANFL1_2014-07-12,NA,NA,B,2661-31387,OO,X,HY,U,1
2661-31388,DOUGSANFL1_2014-07-12,NA,NA,B,2661-31388,K,BX,AHY,F,1
2661-31389,DOUGSANFL1_2014-07-12,NA,NA,B,2661-31389,BO,X,HY,U,1
2730-24902,DOUGSANFL1_2014-07-12,NA,NA,B,2730-24902,Y,XY,HY,U,1
2661-31829,HAWKDIAGA1_2014-07-12,NA,NA,B,2661-31829,X,KR,AHY,F,1
2421-11314,HAWKDIAGA1_2014-07-12,NA,NA,B,2421-11314,MX,W,AHY,F,1
2661-31830,HAWKDIAGA1_2014-07-12,NA,NA,B,2661-31830,GK,X,HY,U,1
2661-31831,HAWKDIAGA1_2014-07-12,NA,NA,B,2661-31831,XY,Y,AHY,U,1
2661-31832,HAWKDIAGA1_2014-07-12,NA,NA,B,2661-31832,O,MX,AHY,F,1
1352-46322,NAILJENPA1_2014-07-12,NA,NA,B,1352-46322,K,OX,ASY,M,1
266-18030,NAILJENPA1_2014-07-12,NA,NA,B,266-18030,K,RX,HY,U,1
266-18031,NAILJENPA1_2014-07-12,NA,NA,B,266-18031,K,PX,SY,M,1
266-18032,NAILJENPA1_2014-07-12,NA,NA,B,266-18032,K,RX,SY,M,1
1292-64555,NZPSMBCDC1_2014-07-12,NA,NA,B,1292-64555,M,XW,AHY,M,1
2441-13879,PADORAMVA1_2014-07-12,NA,NA,B,2441-13879,BX,W,AHY,F,1
2641-63861,PADORAMVA1_2014-07-12,NA,NA,B,2641-63861,P,BX,AHY,M,1
2441-13880,PADORAMVA1_2014-07-12,NA,NA,B,2441-13880,O,GX,AHY,M,1
2641-63862,PADORAMVA1_2014-07-12,NA,NA,B,2641-63862,P,XG,AHY,F,1
2641-63860,PADORAMVA1_2014-07-12,NA,NA,B,2641-63860,XO,M,AHY,F,1
2720-99554,SHERALEMA1_2014-07-12,NA,NA,B,2720-99554,XK,O,HY,U,1
2720-99556,SHERALEMA1_2014-07-12,NA,NA,B,2720-99556,G,XR,U,U,1
2720-99555,SHERALEMA1_2014-07-12,NA,NA,B,2720-99555,M,XO,HY,U,1
2691-06134,SHERALEMA1_2014-07-12,NA,NA,B,2691-06134,XO,B,AHY,F,1
2691-06133,SHERALEMA1_2014-07-12,NA,NA,B,2691-06133,RK,X,SY,M,1
1232-87987,YEANDAVPA1_2014-07-12,NA,NA,B,1232-87987,RX,Y,SY,F,1
2641-97085,YEANDAVPA1_2014-07-12,NA,NA,B,2641-97085,RX,Y,AHY,M,1
266-18071,YEANDAVPA1_2014-07-12,NA,NA,B,266-18071,RX,Y,ASY,M,1
2730-26379,YEANDAVPA1_2014-07-12,NA,NA,B,2730-26379,RX,Y,HY,U,1
2730-26380,YEANDAVPA1_2014-07-12,NA,NA,B,2730-26380,W,XM,HY,U,1
2730-26381,YEANDAVPA1_2014-07-12,NA,NA,B,2730-26381,X,KG,HY,U,1
2730-26382,YEANDAVPA1_2014-07-12,NA,NA,B,2730-26382,XY,O,HY,U,1
2331-40243,FERKHOLPA1_2014-07-13,NA,NA,B,2331-40243,B,XR,AHY,F,1
266-18027,FERKHOLPA1_2014-07-13,NA,NA,B,266-18027,K,MX,ASY,M,1
266-18028,FERKHOLPA1_2014-07-13,NA,NA,B,266-18028,G,XY,SY,M,1
266-18029,FERKHOLPA1_2014-07-13,NA,NA,B,266-18029,K,GX,ASY,M,1
2730-26315,FERKHOLPA1_2014-07-13,NA,NA,B,2730-26315,O,RX,HY,U,1
2730-26316,FERKHOLPA1_2014-07-13,NA,NA,B,2730-26316,O,BX,AHY,F,1
2730-26317,FERKHOLPA1_2014-07-13,NA,NA,B,2730-26317,BX,Y,ASY,M,1
2730-26318,FERKHOLPA1_2014-07-13,NA,NA,B,2730-26318,BX,R,HY,U,1
2730-26319,FERKHOLPA1_2014-07-13,NA,NA,B,2730-26319,K,GX,AHY,M,1
2661-31390,GRANIANFL1_2014-07-13,NA,NA,B,2661-31390,R,KX,AHY,F,1
2641-96746,GRANIANFL1_2014-07-13,NA,NA,B,2641-96746,G,XB,AHY,M,1
2571-70429,GRANIANFL1_2014-07-13,NA,NA,R,2571-70429,X,MO,AHY,M,1
1352-63523,WILDSIEMA1_2014-07-13,NA,NA,B,1352-63523,X,KR,SY,M,1
2720-99558,WILDSIEMA1_2014-07-13,NA,NA,B,2720-99558,K,XR,HY,U,1
2720-99560,WILDSIEMA1_2014-07-13,NA,NA,B,2720-99560,KX,Y,HY,U,1
2720-99561,WILDSIEMA1_2014-07-13,NA,NA,B,2720-99561,M,RX,AHY,M,1
2720-99557,WILDSIEMA1_2014-07-13,NA,NA,B,2720-99557,MX,G,HY,U,1
2720-99559,WILDSIEMA1_2014-07-13,NA,NA,B,2720-99559,WX,G,HY,U,1
2691-06135,WILDSIEMA1_2014-07-13,NA,NA,B,2691-06135,WX,K,AHY,M,1
2661-31833,ASTOLAUGA1_2014-07-14,NA,NA,B,2661-31833,X,MB,AHY,M,1
2641-97086,CHIOKELPA1_2014-07-14,NA,NA,B,2641-97086,O,XW,AHY,F,1
2641-97087,CHIOKELPA1_2014-07-14,NA,NA,B,2641-97087,RX,R,SY,M,1
2641-97088,CHIOKELPA1_2014-07-14,NA,NA,B,2641-97088,B,XO,HY,U,1
2641-97089,CHIOKELPA1_2014-07-14,NA,NA,B,2641-97089,W,XR,AHY,M,1
266-18072,CHIOKELPA1_2014-07-14,NA,NA,B,266-18072,RX,R,SY,M,1
2641-63863,PADORAMVA1_2014-07-14,NA,NA,B,2641-63863,P,XO,HY,U,1
2641-63864,PADORAMVA1_2014-07-14,NA,NA,B,2641-63864,OX,KK,AHY,U,1
2641-85644,RICHALMA1_2014-07-14,NA,NA,B,2641-85644,M,XO,HY,U,1
2641-85641,RICHALMA1_2014-07-14,NA,NA,B,2641-85641,R,XW,SY,F,1
2641-85643,RICHALMA1_2014-07-14,NA,NA,B,2641-85643,M,XG,HY,U,1
2641-85642,RICHALMA1_2014-07-14,NA,NA,B,2641-85642,RX,B,AHY,F,1
2571-83036,RICHALMA1_2014-07-14,NA,NA,R,2571-83036,Y,XG,AHY,M,1
1212-36691,SVECSTEMA1_2014-07-14,NA,NA,B,1212-36691,X,BB,SY,M,1
