birdID,visitID,timeEnc,observerCapture,typeCapture,bandNumber,colorComboL,colorComboR,age,sex,dispositionCode
2730-27550,SVECSTEMA1_2014-07-14,NA,NA,B,2730-27550,X,WG,HY,U,1
2371-04399,SVECSTEMA1_2014-07-14,NA,NA,B,2371-04399,XG,G,ASY,M,1
2730-27549,SVECSTEMA1_2014-07-14,NA,NA,B,2730-27549,X,OG,HY,U,1
2730-27548,SVECSTEMA1_2014-07-14,NA,NA,B,2730-27548,XW,Y,ASY,M,1
2641-97090,BALDARTPA1_2014-07-15,NA,NA,B,2641-97090,W,XO,AHY,F,1
266-18073,BALDARTPA1_2014-07-15,NA,NA,B,266-18073,K,OX,SY,M,1
266-18074,BALDARTPA1_2014-07-15,NA,NA,B,266-18074,W,XM,ASY,F,1
2710-54334,JAKOELVVA1_2014-07-15,NA,NA,B,2710-54334,X,YO,AHY,U,1
2441-96399,JAKOELVVA1_2014-07-15,NA,NA,B,2441-96399,YB,X,AHY,M,1
2571-89920,JAKOELVVA1_2014-07-15,NA,NA,B,2571-89920,PG,X,AHY,F,1
2571-90106,JAKOELVVA1_2014-07-15,NA,NA,R,2571-90106,BX,P,HY,U,1
2441-13881,MOLIKARMD1_2014-07-15,NA,NA,B,2441-13881,RW,X,AHY,U,1
2441-13882,MOLIKARMD1_2014-07-15,NA,NA,B,2441-13882,MG,X,AHY,F,1
1352-46323,MOORMATPA1_2014-07-15,NA,NA,B,1352-46323,K,GX,SY,F,1
1352-46324,MOORMATPA1_2014-07-15,NA,NA,B,1352-46324,X,-,HY,U,1
1352-46325,MOORMATPA1_2014-07-15,NA,NA,B,1352-46325,X,-,ASY,F,1
1352-46326,MOORMATPA1_2014-07-15,NA,NA,B,1352-46326,-,X,HY,U,1
1352-46327,MOORMATPA1_2014-07-15,NA,NA,B,1352-46327,X,-,HY,M,1
1352-46328,MOORMATPA1_2014-07-15,NA,NA,B,1352-46328,-,X,HY,M,1
1352-46329,MOORMATPA1_2014-07-15,NA,NA,B,1352-46329,-,X,HY,M,1
2331-40244,MOORMATPA1_2014-07-15,NA,NA,B,2331-40244,R,XW,HY,U,1
2331-40245,MOORMATPA1_2014-07-15,NA,NA,B,2331-40245,X,-,HY,M,1
2331-40246,MOORMATPA1_2014-07-15,NA,NA,B,2331-40246,X,-,SY,F,1
2331-40247,MOORMATPA1_2014-07-15,NA,NA,B,2331-40247,X,-,SY,M,1
2331-40248,MOORMATPA1_2014-07-15,NA,NA,B,2331-40248,XG,-,HY,M,1
266-18020,MOORMATPA1_2014-07-15,NA,NA,B,266-18020,W,XK,ASY,M,1
266-18021,MOORMATPA1_2014-07-15,NA,NA,B,266-18021,RX,GX,ASY,M,1
266-18022,MOORMATPA1_2014-07-15,NA,NA,B,266-18022,R,XG,HY,U,1
266-18023,MOORMATPA1_2014-07-15,NA,NA,B,266-18023,R,XG,ASY,M,1
266-18024,MOORMATPA1_2014-07-15,NA,NA,B,266-18024,R,XW,HY,U,1
266-18025,MOORMATPA1_2014-07-15,NA,NA,B,266-18025,R,XW,ASY,F,1
266-18026,MOORMATPA1_2014-07-15,NA,NA,B,266-18026,BX,-,SY,F,1
2730-26311,MOORMATPA1_2014-07-15,NA,NA,B,2730-26311,K,YX,HY,U,1
2730-26312,MOORMATPA1_2014-07-15,NA,NA,B,2730-26312,K,MX,HY,M,1
2730-26313,MOORMATPA1_2014-07-15,NA,NA,B,2730-26313,O,XY,HY,U,1
2730-26314,MOORMATPA1_2014-07-15,NA,NA,B,2730-26314,R,XP,ASY,M,1
2730-27551,WEBERCAMA1_2014-07-15,NA,NA,B,2730-27551,M,XY,HY,U,1
2730-27552,WEBERCAMA1_2014-07-15,NA,NA,B,2730-27552,WY,X,ASY,M,1
2651-17158,WEBERCAMA1_2014-07-15,NA,NA,B,2651-17158,KK,X,AHY,M,1
2710-53765,WISSSTEGA1_2014-07-15,NA,NA,B,2710-53765,W,MX,AHY,F,1
2710-53766,WISSSTEGA1_2014-07-15,NA,NA,B,2710-53766,GG,X,HY,U,1
2421-11315,WISSSTEGA1_2014-07-15,NA,NA,B,2421-11315,O,WX,SY,M,1
2421-11316,WISSSTEGA1_2014-07-15,NA,NA,B,2421-11316,K,XY,SY,M,1
2661-31834,WISSSTEGA1_2014-07-15,NA,NA,B,2661-31834,WX,B,AHY,F,1
2661-31835,WISSSTEGA1_2014-07-15,NA,NA,B,2661-31835,XR,G,AHY,F,1
2661-31836,WISSSTEGA1_2014-07-15,NA,NA,B,2661-31836,O,WX,AHY,M,1
2661-31837,WISSSTEGA1_2014-07-15,NA,NA,B,2661-31837,B,RX,HY,U,1
2421-11317,DAVICARGA1_2014-07-16,NA,NA,B,2421-11317,B,XR,AHY,F,1
2421-11318,DAVICARGA1_2014-07-16,NA,NA,B,2421-11318,XK,O,AHY,M,1
2421-11319,DAVICARGA1_2014-07-16,NA,NA,B,2421-11319,Y,WX,U,U,1
2421-11320,DAVICARGA1_2014-07-16,NA,NA,B,2421-11320,B,YX,AHY,F,1
2661-31838,DAVICARGA1_2014-07-16,NA,NA,B,2661-31838,XR,O,U,U,1
2421-11321,DAVICARGA1_2014-07-16,NA,NA,B,2421-11321,YY,X,HY,M,1
1352-46330,KARMALYPA1_2014-07-16,NA,NA,B,1352-46330,X,-,HY,F,1
1352-46331,KARMALYPA1_2014-07-16,NA,NA,B,1352-46331,W,XP,ASY,F,1
1352-46332,KARMALYPA1_2014-07-16,NA,NA,B,1352-46332,X,-,HY,M,1
266-18019,KARMALYPA1_2014-07-16,NA,NA,B,266-18019,Y,XB,AHY,F,1
2730-26305,KARMALYPA1_2014-07-16,NA,NA,B,2730-26305,MM,X,ASY,M,1
2730-26306,KARMALYPA1_2014-07-16,NA,NA,B,2730-26306,Y,XB,HY,U,1
2730-26307,KARMALYPA1_2014-07-16,NA,NA,B,2730-26307,Y,XO,HY,U,1
2730-26308,KARMALYPA1_2014-07-16,NA,NA,B,2730-26308,Y,XB,HY,U,1
2730-26309,KARMALYPA1_2014-07-16,NA,NA,B,2730-26309,W,XM,SY,F,1
2730-26310,KARMALYPA1_2014-07-16,NA,NA,B,2730-26310,K,PX,HY,U,1
2710-54335,KORRHARMD1_2014-07-16,NA,NA,B,2710-54335,X,PM,AHY,F,1
2641-63848,KORRHARMD1_2014-07-16,NA,NA,B,2641-63848,OY,X,AHY,F,1
2571-89921,KORRHARMD1_2014-07-16,NA,NA,B,2571-89921,X,OW,AHY,F,1
2710-54336,KORRHARMD1_2014-07-16,NA,NA,B,2710-54336,X,BG,AHY,F,1
2571-89922,KORRHARMD1_2014-07-16,NA,NA,B,2571-89922,RO,X,AHY,M,1
2641-63946,KORRHARMD1_2014-07-16,NA,NA,R,2641-63946,O,XW,AHY,M,1
1232-87988,MALLTANPA1_2014-07-16,NA,NA,B,1232-87988,K,YX,ASY,F,1
1232-87989,MALLTANPA1_2014-07-16,NA,NA,B,1232-87989,B,XG,ASY,F,1
266-18075,MALLTANPA1_2014-07-16,NA,NA,B,266-18075,K,YX,SY,F,1
2661-33039,MALLTANPA1_2014-07-16,NA,NA,R,2661-33039,X,RY,NA,NA,1
2641-63865,SANFCARMD1_2014-07-16,NA,NA,B,2641-63865,XG,W,AHY,F,1
2441-13883,SANFCARMD1_2014-07-16,NA,NA,B,2441-13883,Y,WX,HY,U,1
2441-13884,SANFCARMD1_2014-07-16,NA,NA,B,2441-13884,Y,OX,HY,U,1
2641-63866,SANFCARMD1_2014-07-16,NA,NA,B,2641-63866,O,XK,AHY,M,1
2710-53970,SANFCARMD1_2014-07-16,NA,NA,B,2710-53970,G,MX,HY,U,1
2441-13885,SANFCARMD1_2014-07-16,NA,NA,B,2441-13885,Y,XG,AHY,F,1
2710-53971,SANFCARMD1_2014-07-16,NA,NA,B,2710-53971,R,XB,AHY,U,1
2641-63691,SANFCARMD1_2014-07-16,NA,NA,R,2641-63691,XK,M,AHY,M,1
1292-64556,ASSMCARMD1_2014-07-17,NA,NA,B,1292-64556,K,MX,AHY,F,1
2641-63867,ASSMCARMD1_2014-07-17,NA,NA,B,2641-63867,X,GP,SY,F,1
2341-30150,ASSMCARMD1_2014-07-17,NA,NA,B,2341-30150,W,XG,AHY,U,1
2341-30151,ASSMCARMD1_2014-07-17,NA,NA,B,2341-30151,XW,M,AHY,M,1
2641-63868,ASSMCARMD1_2014-07-17,NA,NA,B,2641-63868,K,OX,SY,U,1
2730-27556,CUSHTANMA1_2014-07-17,NA,NA,B,2730-27556,X,KM,AHY,U,1
2730-27554,CUSHTANMA1_2014-07-17,NA,NA,B,2730-27554,XB,K,HY,U,1
2730-27555,CUSHTANMA1_2014-07-17,NA,NA,B,2730-27555,GX,Y,AHY,U,1
2371-04400,CUSHTANMA1_2014-07-17,NA,NA,B,2371-04400,RO,X,AHY,F,1
2730-27553,CUSHTANMA1_2014-07-17,NA,NA,B,2730-27553,XK,R,AHY,M,1
2581-97901,CUSHTANMA1_2014-07-17,NA,NA,B,2581-97901,XB,K,HY,U,1
2581-97902,CUSHTANMA1_2014-07-17,NA,NA,B,2581-97902,XM,Y,HY,U,1
2421-11322,HARTDELGA1_2014-07-17,NA,NA,B,2421-11322,X,YK,AHY,M,1
2710-53767,HARTDELGA1_2014-07-17,NA,NA,B,2710-53767,R,XK,HY,U,1
2661-31839,HARTDELGA1_2014-07-17,NA,NA,B,2661-31839,XO,B,AHY,U,1
2661-31840,HARTDELGA1_2014-07-17,NA,NA,B,2661-31840,M,XG,AHY,F,1
2661-31841,HARTDELGA1_2014-07-17,NA,NA,B,2661-31841,KG,X,HY,U,1
2710-53768,HARTDELGA1_2014-07-17,NA,NA,B,2710-53768,X,RG,AHY,U,1
2661-31842,HARTDELGA1_2014-07-17,NA,NA,B,2661-31842,XY,G,HY,U,1
2710-53769,HARTDELGA1_2014-07-17,NA,NA,B,2710-53769,R,OX,AHY,U,1
2720-99562,HILBLAUMA1_2014-07-17,NA,NA,B,2720-99562,X,YK,HY,U,1
2720-99563,HILBLAUMA1_2014-07-17,NA,NA,B,2720-99563,XM,O,AHY,U,1
2720-99564,HILBLAUMA1_2014-07-17,NA,NA,B,2720-99564,RB,X,HY,U,1
2641-85645,HILBLAUMA1_2014-07-17,NA,NA,B,2641-85645,X,KO,ASY,M,1
266-18076,MAFFANGPA1_2014-07-17,NA,NA,B,266-18076,K,BX,ASY,F,1
266-18077,MAFFANGPA1_2014-07-17,NA,NA,B,266-18077,G,RX,SY,F,1
266-18078,MAFFANGPA1_2014-07-17,NA,NA,B,266-18078,RX,O,ASY,M,1
266-18079,MAFFANGPA1_2014-07-17,NA,NA,B,266-18079,RX,Y,SY,F,1
266-18080,MAFFANGPA1_2014-07-17,NA,NA,B,266-18080,W,XM,HY,U,1
2730-26383,MAFFANGPA1_2014-07-17,NA,NA,B,2730-26383,W,XR,HY,U,1
2730-26384,MAFFANGPA1_2014-07-17,NA,NA,B,2730-26384,X,BB,HY,U,1
2730-26385,MAFFANGPA1_2014-07-17,NA,NA,B,2730-26385,XG,O,HY,U,1
1352-46333,SAHNRAMPA1_2014-07-17,NA,NA,B,1352-46333,X,-,ASY,M,1
2331-40249,SAHNRAMPA1_2014-07-17,NA,NA,B,2331-40249,G,XW,HY,U,1
2331-40250,SAHNRAMPA1_2014-07-17,NA,NA,B,2331-40250,G,XR,HY,M,1
2331-40251,SAHNRAMPA1_2014-07-17,NA,NA,B,2331-40251,O,XY,AHY,M,1
2331-40252,SAHNRAMPA1_2014-07-17,NA,NA,B,2331-40252,BX,Y,AHY,M,1
2331-40253,SAHNRAMPA1_2014-07-17,NA,NA,B,2331-40253,K,OX,HY,U,1
266-18015,SAHNRAMPA1_2014-07-17,NA,NA,B,266-18015,G,BX,HY,U,1
266-18016,SAHNRAMPA1_2014-07-17,NA,NA,B,266-18016,G,MX,SY,F,1
266-18018,SAHNRAMPA1_2014-07-17,NA,NA,B,266-18018,G,WX,ASY,M,1
2730-26304,SAHNRAMPA1_2014-07-17,NA,NA,B,2730-26304,W,XP,ASY,F,1
2661-33100,SAHNRAMPA1_2014-07-17,NA,NA,R,2661-33100,Y,WX,ASY,M,1
2641-63849,WIKACORMD1_2014-07-17,NA,NA,B,2641-63849,X,PM,AHY,M,1
2641-63850,WIKACORMD1_2014-07-17,NA,NA,B,2641-63850,PY,X,AHY,M,1
2641-96577,WIKACORMD1_2014-07-17,NA,NA,B,2641-96577,X,BO,HY,U,1
1352-46535,WIKACORMD1_2014-07-17,NA,NA,B,1352-46535,MY,X,AHY,M,1
2571-89923,WIKACORMD1_2014-07-17,NA,NA,B,2571-89923,X,BM,AHY,F,1
2641-86578,WIKACORMD1_2014-07-17,NA,NA,B,2641-86578,X,PG,HY,U,1
2571-89924,WIKACORMD1_2014-07-17,NA,NA,B,2571-89924,BG,X,HY,U,1
1352-46536,BLANBETMD1_2014-07-18,NA,NA,B,1352-46536,BR,X,AHY,M,1
2641-96579,BLANBETMD1_2014-07-18,NA,NA,B,2641-96579,X,PW,AHY,F,1
2641-96580,BLANBETMD1_2014-07-18,NA,NA,B,2641-96580,OY,X,AHY,M,1
1352-46537,BLANBETMD1_2014-07-18,NA,NA,B,1352-46537,X,PO,HY,U,1
1352-46538,BLANBETMD1_2014-07-18,NA,NA,B,1352-46538,YG,X,AHY,F,1
2730-27558,BRODDORMA1_2014-07-18,NA,NA,B,2730-27558,X,YM,AHY,U,1
2730-27557,BRODDORMA1_2014-07-18,NA,NA,B,2730-27557,OX,R,HY,U,1
1292-64557,BROWANNDC1_2014-07-18,NA,NA,B,1292-64557,P,XO,HY,U,1
2341-30152,BROWANNDC1_2014-07-18,NA,NA,B,2341-30152,RX,K,AHY,M,1
1272-42473,CARTJOYGA1_2014-07-18,NA,NA,B,1272-42473,XO,B,HY,U,1
2720-99566,CHARANDMA1_2014-07-18,NA,NA,B,2720-99566,X,OW,AHY,F,1
2720-99568,CHARANDMA1_2014-07-18,NA,NA,B,2720-99568,XK,M,AHY,F,1
2720-99569,CHARANDMA1_2014-07-18,NA,NA,B,2720-99569,XB,R,AHY,U,1
2720-99565,CHARANDMA1_2014-07-18,NA,NA,B,2720-99565,XM,G,AHY,U,1
2720-99567,CHARANDMA1_2014-07-18,NA,NA,B,2720-99567,KY,X,AHY,F,1
1232-87990,GUARMARPA1_2014-07-18,NA,NA,B,1232-87990,X,-,HY,U,1
1232-87991,GUARMARPA1_2014-07-18,NA,NA,B,1232-87991,X,-,SY,F,1
1232-87992,GUARMARPA1_2014-07-18,NA,NA,B,1232-87992,X,-,HY,U,1
1232-87993,GUARMARPA1_2014-07-18,NA,NA,B,1232-87993,X,-,SY,M,1
1232-87994,GUARMARPA1_2014-07-18,NA,NA,B,1232-87994,X,-,ASY,F,1
1232-87995,GUARMARPA1_2014-07-18,NA,NA,B,1232-87995,G,OX,ASY,F,1
1232-87996,GUARMARPA1_2014-07-18,NA,NA,B,1232-87996,X,-,ASY,M,1
1232-87997,GUARMARPA1_2014-07-18,NA,NA,B,1232-87997,X,-,HY,U,1
1232-87998,GUARMARPA1_2014-07-18,NA,NA,B,1232-87998,X,-,HY,U,1
2641-97091,GUARMARPA1_2014-07-18,NA,NA,B,2641-97091,BX,R,AHY,M,1
266-18081,GUARMARPA1_2014-07-18,NA,NA,B,266-18081,G,OX,AHY,F,1
266-18082,GUARMARPA1_2014-07-18,NA,NA,B,266-18082,W,XR,ASY,M,1
2730-26386,GUARMARPA1_2014-07-18,NA,NA,B,2730-26386,B,XM,HY,U,1
2730-26387,GUARMARPA1_2014-07-18,NA,NA,B,2730-26387,W,XW,HY,U,1
2730-26388,GUARMARPA1_2014-07-18,NA,NA,B,2730-26388,X,RK,HY,U,1
2730-26389,GUARMARPA1_2014-07-18,NA,NA,B,2730-26389,XW,B,HY,U,1
2730-26390,GUARMARPA1_2014-07-18,NA,NA,B,2730-26390,X,BB,HY,U,1
2421-11323,TIDMLOUGA1_2014-07-18,NA,NA,B,2421-11323,XM,W,HY,U,1
2661-31843,TIDMLOUGA1_2014-07-18,NA,NA,B,2661-31843,XO,B,HY,U,1
2710-53770,TIDMLOUGA1_2014-07-18,NA,NA,B,2710-53770,RK,X,HY,U,1
2421-11324,TIDMLOUGA1_2014-07-18,NA,NA,B,2421-11324,YB,X,HY,F,1
2421-11325,TIDMLOUGA1_2014-07-18,NA,NA,B,2421-11325,GX,B,AHY,F,1
1272-42470,TIDMLOUGA1_2014-07-18,NA,NA,B,1272-42470,K,XB,AHY,F,1
2421-11326,TIDMLOUGA1_2014-07-18,NA,NA,B,2421-11326,YX,K,AHY,F,1
1272-42471,TIDMLOUGA1_2014-07-18,NA,NA,B,1272-42471,GY,X,HY,U,1
2710-53771,TIDMLOUGA1_2014-07-18,NA,NA,B,2710-53771,R,BX,HY,U,1
2661-31844,TIDMLOUGA1_2014-07-18,NA,NA,B,2661-31844,RK,X,HY,U,1
1272-42472,TIDMLOUGA1_2014-07-18,NA,NA,B,1272-42472,G,YX,AHY,F,1
1272-42472,TIDMLOUGA1_2014-07-18,NA,NA,B,1272-42472,X,X,AHY,F,1
2710-53772,TIDMLOUGA1_2014-07-18,NA,NA,B,2710-53772,GK,X,HY,U,1
2661-31845,TIDMLOUGA1_2014-07-18,NA,NA,B,2661-31845,B,KX,AHY,U,1
1352-46334,CUNKMARPA1_2014-07-19,NA,NA,B,1352-46334,X,-,SY,M,1
1352-46335,CUNKMARPA1_2014-07-19,NA,NA,B,1352-46335,X,-,HY,F,1
1352-46336,CUNKMARPA1_2014-07-19,NA,NA,B,1352-46336,X,-,SY,F,1
2331-40254,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40254,RX,O,AHY,M,1
2331-40255,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40255,XW,O,AHY,M,1
2331-40256,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40256,XW,B,HY,U,1
2331-40257,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40257,XW,R,AHY,F,1
2331-40258,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40258,XW,Y,HY,M,1
2331-40259,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40259,R,XO,AHY,F,1
2331-40260,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40260,X,-,SY,M,1
2331-40261,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40261,X,OO,HY,M,1
2331-40262,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40262,O,XO,HY,U,1
2331-40263,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40263,X,OW,HY,M,1
2331-40264,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40264,X,RO,HY,M,1
2331-40265,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40265,X,OR,AHY,F,1
2331-40266,CUNKMARPA1_2014-07-19,NA,NA,B,2331-40266,X,-,ASY,M,1
2401-30814,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30814,X,-,SY,M,1
2401-30815,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30815,X,-,SY,M,1
2401-30817,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30817,X,-,AHY,M,1
2401-30818,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30818,X,-,SY,M,1
2401-30819,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30819,X,-,SY,M,1
2401-30820,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30820,X,-,SY,M,1
2401-30821,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30821,X,-,AHY,F,1
2401-30822,CUNKMARPA1_2014-07-19,NA,NA,B,2401-30822,X,-,SY,F,1
2641-97092,CUNKMARPA1_2014-07-19,NA,NA,B,2641-97092,B,X,AHY,F,1
266-18011,CUNKMARPA1_2014-07-19,NA,NA,B,266-18011,K,YX,HY,U,1
266-18012,CUNKMARPA1_2014-07-19,NA,NA,B,266-18012,Y,XR,SY,M,1
266-18013,CUNKMARPA1_2014-07-19,NA,NA,B,266-18013,Y,XR,ASY,M,1
266-18014,CUNKMARPA1_2014-07-19,NA,NA,B,266-18014,X,-,ASY,M,1
266-18017,CUNKMARPA1_2014-07-19,NA,NA,B,266-18017,XW,O,HY,U,1
2661-33061,CUNKMARPA1_2014-07-19,NA,NA,R,2661-33061,O,WX,ASY,M,1
2710-54122,CUNKMARPA1_2014-07-19,NA,NA,R,2710-54122,X,-,ASY,F,1
2661-33060,CUNKMARPA1_2014-07-19,NA,NA,R,2661-33060,XG,R,ASY,M,1
2641-85647,LEWASUSMA1_2014-07-19,NA,NA,B,2641-85647,KW,X,SY,M,1
2641-85646,LEWASUSMA1_2014-07-19,NA,NA,B,2641-85646,Y,WX,SY,M,1
2720-99570,LEWASUSMA1_2014-07-19,NA,NA,B,2720-99570,B,XR,ASY,M,1
2561-86608,LEWASUSMA1_2014-07-19,NA,NA,R,2561-86608,X,OM,AHY,M,1
2710-54337,PERRCHRMD1_2014-07-19,NA,NA,B,2710-54337,X,OG,AHY,F,1
2641-96581,PERRCHRMD1_2014-07-19,NA,NA,B,2641-96581,XR,B,HY,U,1
2641-96582,PERRCHRMD1_2014-07-19,NA,NA,B,2641-96582,MP,X,HY,F,1
2571-89925,PERRCHRMD1_2014-07-19,NA,NA,B,2571-89925,X,BO,HY,U,1
2661-31527,PERRCHRMD1_2014-07-19,NA,NA,R,2661-31527,XB,G,HY,F,1
1212-36692,SLONJOHMA1_2014-07-19,NA,NA,B,1212-36692,KK,X,SY,M,1
1212-36693,SLONJOHMA1_2014-07-19,NA,NA,B,1212-36693,M,MX,ASY,M,1
2730-27561,SLONJOHMA1_2014-07-19,NA,NA,B,2730-27561,K,XK,HY,U,1
2730-27562,SLONJOHMA1_2014-07-19,NA,NA,B,2730-27562,BX,W,AHY,F,1
2730-27563,SLONJOHMA1_2014-07-19,NA,NA,B,2730-27563,MX,K,HY,U,1
2651-17159,SLONJOHMA1_2014-07-19,NA,NA,B,2651-17159,BX,R,ASY,M,1
2730-27560,SLONJOHMA1_2014-07-19,NA,NA,B,2730-27560,XO,G,HY,U,1
2730-27559,SLONJOHMA1_2014-07-19,NA,NA,B,2730-27559,BK,X,HY,U,1
2431-30153,STUECHRVA2_2014-07-19,NA,NA,B,2431-30153,RX,O,AHY,M,1
2641-63869,STUECHRVA2_2014-07-19,NA,NA,B,2641-63869,P,MX,HY,U,1
2710-53972,STUECHRVA2_2014-07-19,NA,NA,B,2710-53972,YB,X,HY,U,1
2710-53973,STUECHRVA2_2014-07-19,NA,NA,B,2710-53973,X,GB,AHY,U,1
2641-63870,STUECHRVA2_2014-07-19,NA,NA,B,2641-63870,XP,G,AHY,U,1
2341-30154,STUECHRVA2_2014-07-19,NA,NA,B,2341-30154,YX,O,AHY,F,1
2641-63871,STUECHRVA2_2014-07-19,NA,NA,B,2641-63871,RX,P,AHY,M,1
1272-42472,ARABMOUGA1_2014-07-20,NA,NA,B,1272-42472,G,YX,AHY,U,1
1272-42472,ARABMOUGA1_2014-07-20,NA,NA,B,1272-42472,X,X,AHY,U,1
1272-42475,CARTJOYGA1_2014-07-20,NA,NA,B,1272-42475,X,WO,AHY,M,1
1352-46337,KILEHAYPA1_2014-07-20,NA,NA,B,1352-46337,K,XP,HY,U,1
1352-46338,KILEHAYPA1_2014-07-20,NA,NA,B,1352-46338,K,OX,ASY,M,1
2331-40267,KILEHAYPA1_2014-07-20,NA,NA,B,2331-40267,B,OX,SY,F,1
2331-40268,KILEHAYPA1_2014-07-20,NA,NA,B,2331-40268,B,OX,HY,M,1
2331-40269,KILEHAYPA1_2014-07-20,NA,NA,B,2331-40269,B,BX,SY,F,1
266-18007,KILEHAYPA1_2014-07-20,NA,NA,B,266-18007,K,GX,HY,U,1
266-18008,KILEHAYPA1_2014-07-20,NA,NA,B,266-18008,K,BX,HY,U,1
266-18009,KILEHAYPA1_2014-07-20,NA,NA,B,266-18009,K,MX,U,U,1
266-18010,KILEHAYPA1_2014-07-20,NA,NA,B,266-18010,K,OX,ASY,F,1
2730-26302,KILEHAYPA1_2014-07-20,NA,NA,B,2730-26302,B,BX,HY,U,1
2730-26303,KILEHAYPA1_2014-07-20,NA,NA,B,2730-26303,K,RX,HY,U,1
2730-27564,NELSKATMA1_2014-07-20,NA,NA,B,2730-27564,XW,M,AHY,U,1
2730-27565,NELSKATMA1_2014-07-20,NA,NA,B,2730-27565,BB,X,AHY,U,1
2730-27567,NELSKATMA1_2014-07-20,NA,NA,B,2730-27567,GX,R,AHY,U,1
2730-27566,NELSKATMA1_2014-07-20,NA,NA,B,2730-27566,O,YX,AHY,M,1
2651-17160,NELSKATMA1_2014-07-20,NA,NA,B,2651-17160,Y,RX,SY,F,1
2641-85649,ZINNMARMA1_2014-07-20,NA,NA,B,2641-85649,BX,K,ASY,M,1
2641-85648,ZINNMARMA1_2014-07-20,NA,NA,B,2641-85648,K,KX,SY,U,1
2571-83046,ZINNMARMA1_2014-07-20,NA,NA,R,2571-83046,K,MX,AHY,M,1
2291-44278,ZINNMARMA1_2014-07-20,NA,NA,R,2291-44278,O,XR,AHY,M,1
1352-63524,AKREMICMA1_2014-07-21,NA,NA,B,1352-63524,RX,W,AHY,M,1
2720-99573,AKREMICMA1_2014-07-21,NA,NA,B,2720-99573,XW,B,HY,U,1
2720-99571,AKREMICMA1_2014-07-21,NA,NA,B,2720-99571,YO,X,HY,U,1
2691-06138,AKREMICMA1_2014-07-21,NA,NA,B,2691-06138,OO,X,AHY,M,1
2691-06137,AKREMICMA1_2014-07-21,NA,NA,B,2691-06137,Y,XY,AHY,U,1
2641-85653,AKREMICMA1_2014-07-21,NA,NA,B,2641-85653,XY,M,ASY,M,1
2641-85652,AKREMICMA1_2014-07-21,NA,NA,B,2641-85652,KO,X,HY,U,1
2641-85650,AKREMICMA1_2014-07-21,NA,NA,B,2641-85650,B,XW,HY,U,1
2641-85651,AKREMICMA1_2014-07-21,NA,NA,B,2641-85651,MB,X,SY,M,1
2641-85660,AKREMICMA1_2014-07-21,NA,NA,B,2641-85660,R,XO,SY,M,1
2641-85659,AKREMICMA1_2014-07-21,NA,NA,B,2641-85659,W,XO,SY,F,1
2720-99572,AKREMICMA1_2014-07-21,NA,NA,B,2720-99572,WX,G,HY,U,1
2641-85656,AKREMICMA1_2014-07-21,NA,NA,B,2641-85656,XY,Y,HY,U,1
2641-85658,AKREMICMA1_2014-07-21,NA,NA,B,2641-85658,KX,M,HY,U,1
2641-85657,AKREMICMA1_2014-07-21,NA,NA,B,2641-85657,M,XW,HY,U,1
2641-85655,AKREMICMA1_2014-07-21,NA,NA,B,2641-85655,MB,X,HY,U,1
2641-85654,AKREMICMA1_2014-07-21,NA,NA,B,2641-85654,R,BX,AHY,F,1
2691-06140,AKREMICMA1_2014-07-21,NA,NA,B,2691-06140,X,GG,AHY,M,1
2691-06136,AKREMICMA1_2014-07-21,NA,NA,B,2691-06136,O,WX,HY,U,1
2691-06139,AKREMICMA1_2014-07-21,NA,NA,B,2691-06139,YW,X,AHY,M,1
2571-89926,HOROBONVA1_2014-07-21,NA,NA,B,2571-89926,X,BW,AHY,F,1
2641-96583,HOROBONVA1_2014-07-21,NA,NA,B,2641-96583,YB,X,AHY,F,1
2571-89929,HOROBONVA1_2014-07-21,NA,NA,B,2571-89929,YR,X,AHY,M,1
2641-96584,HOROBONVA1_2014-07-21,NA,NA,B,2641-96584,X,YM,AHY,M,1
2641-96585,HOROBONVA1_2014-07-21,NA,NA,B,2641-96585,PG,X,AHY,U,1
2571-89931,HOROBONVA1_2014-07-21,NA,NA,B,2571-89931,PM,X,AHY,M,1
2571-89930,HOROBONVA1_2014-07-21,NA,NA,B,2571-89930,X,OG,AHY,M,1
266-18083,MAKAKATPA1_2014-07-21,NA,NA,B,266-18083,R,XM,AHY,M,1
