hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,FORDSUSMA1,6/2/2014,,Band,GRCA,2651-17113,"P/A,W",AHY,M,CP,NULL,39.04,90,97,29.45,NULL,,,, 
Springfield,FORDSUSMA1,6/2/2014,,Recap,HOWR,2690-87760,"O,P/A",ASY,M,CP,NULL,10.64,50,45,17.9,NULL,,,, 
Springfield,CALVCARMA1,6/2/2014,,Band,SOSP,2691-06107,"P,A/G",AHY,M,CP,NULL,21.85,63,61,22.1,NULL,,,, 
Springfield,HAZZANNMA1,6/3/2014,,Band,BCCH,2720-99514,"P,A/W",ASY,M,CP,NULL,11.56,64,63,17.2,NULL,,,, 
Springfield,HAZZANNMA1,6/3/2014,,Band,BCCH,2720-99513,"Y/Y,A",ASY,M,CP,NULL,11.29,65,62,16.2,NULL,,,, 
Springfield,HAZZANNMA1,6/3/2014,,Band,NOCA,2641-85609,"W/A,P",AHY,F,BP,NULL,42.8,89,99,22,NULL,,,, 
Springfield,VEARRICMA1,6/4/2014,,Band,AMRO,1212-36685,"A/W,Y",SY,M,CP,NULL,70.28,126,94,34.3,NULL,,,, 
Springfield,VEARRICMA1,6/4/2014,,Band,SOSP,2371-04369,"A/O,G",AHY,F,BP,NULL,23.7,63,67,21.4,NULL,,,, 
Springfield,VEARRICMA1,6/4/2014,,Band,SOSP,2371-04371,"BK/A,W",HY,U,J,NULL,20.92,64,55,22.2,NULL,,,, 
Springfield,VEARRICMA1,6/4/2014,,Band,SOSP,2371-04372,"BU/A,Y",HY,U,J,NULL,21.19,64,53,20.4,NULL,,,, 
Springfield,VEARRICMA1,6/4/2014,,Band,SOSP,2371-04370,"P,P/A",AHY,M,CP,NULL,18.97,63,62,21.4,NULL,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,AMRO,1352-63509,"A,G",SY,M,CP,NA,77.31,131,101,NA,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,AMRO,1352-63510,"O,P/A",ASY,F,BP,NA,78.64,122,94,32.9,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,GRCA,2641-85613,"A,BU/R",AHY,M,CP,NA,32.58,84,89,26.9,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,GRCA,2641-85612,"BK,Y/A",SY,F,BP,NA,42.12,87,88,27.7,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,GRCA,2641-85611,"BU/O,A",ASY,M,CP,NA,35.95,89,90,28.1,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,GRCA,2641-85610,"W/A,BU",SY,F,BP,NA,39.62,82,89,27.45,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,HOWR,2720-99516,"A/BK,O",ASY,M,CP,NA,11.49,48,40,16,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,HOWR,2720-99515,"Y,BU/A",AHY,M,CP,NA,10.44,49,41,17.2,NA,,,, 
Springfield,CANNANNMA1,6/6/2014,,Band,SOSP,2691-06108,"Y/A,BK",AHY,M,CP,NA,21.73,64,63,22.2,NA,,,, 
Springfield,DOPLJANMA1,6/6/2014,NA,Resight-participant,AMRO,121252856,"O,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,6/6/2014,NA,Resight-participant,GRCA,256186695,"R/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SLONSUSMA1,6/7/2014,,Band,BCCH,2730-27511,"BK/A,R",AHY,M,CP,NULL,11.43,65,64,17.7,NULL,,,, 
Springfield,SLONSUSMA1,6/7/2014,,Band,CARW,2371-04373,"O,R/A",AHY,M,CP,NULL,23.41,61,50,23.2,NULL,,,, 
Springfield,SLONSUSMA1,6/7/2014,,Band,GRCA,2651-17116,"A/O,P",AHY,M,CP,NULL,NULL,89,96,28,NULL,,,, 
Springfield,SLONSUSMA1,6/7/2014,,Band,GRCA,2651-17115,"W/Y,A",ASY,M,CP,NULL,36.76,87,90,28.4,NULL,,,, 
Springfield,SLONSUSMA1,6/7/2014,,Band,NOCA,2651-17114,"BK,A/W",AHY,F,BP,NULL,33.56,88,90,24.8,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,BCCH,2720-99517,"A,P/O",SY,M,CP,NULL,12.4,65,61,17,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,BCCH,2720-99518,"R,A/W",ASY,M,CP,NULL,10.97,64,59,17.1,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,GRCA,2641-85614,"A,P/G",SY,M,CP,NULL,34.52,87,86,27.7,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,GRCA,2641-85615,"W/O,A",AHY,M,CP,NULL,35.06,84,91,26.4,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,NOCA,2641-85616,"BK/A,BK",AHY,F,BP,NULL,49.34,90,98,25.7,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,SOSP,2691-06109,"R,Y/A",AHY,M,CP,NULL,20.13,65,67,20.5,NULL,,,, 
Springfield,SURNSANMA1,6/7/2014,,Band,SOSP,2691-06110,"W/BK,A",AHY,F,BP,NULL,23.84,60,62,20.8,NULL,,,, 
Springfield,KAPLRACMA1,6/8/2014,,Band,AMRO,1352-63511,"O/O,A",SY,M,CP,NULL,74.35,102,103,34,NULL,,,, 
Springfield,BENNBILMA1,6/8/2014,NA,Resight-participant,SOSP,237104311,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/8/2014,NA,Resight-participant,GRCA,256186612,"R/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BLONDAVMA1,6/9/2014,,Band,AMRO,1212-52860,"G/A,W",SY,F,BP,NULL,82.97,123,94,32,NULL,,,, 
Springfield,BLONDAVMA1,6/9/2014,,Band,BCCH,2730-27512,"BU,A/BU",SY,M,CP,NULL,11.63,63,60,17,NULL,,,, 
Springfield,BLONDAVMA1,6/9/2014,,Band,NOMO,1212-52859,"Y/BK,A",AHY,M,CP,NULL,51.96,112,116,35.5,NULL,,,, 
Springfield,HIGGBETMA1,6/10/2014,,Band,AMRO,1212-52862,"A/O,O",SY,M,CP,NULL,72.67,128,99,32.7,NULL,,,, 
Springfield,HIGGBETMA1,6/10/2014,,Band,GRCA,2651-17119,"A,O/R",AHY,M,CP,NULL,34.68,89,93,27.9,NULL,,,, 
Springfield,HIGGBETMA1,6/10/2014,,Band,GRCA,2651-17117,"A,G/W",AHY,M,CP,NULL,35.45,91,96,28.1,NULL,,,, 
Springfield,LAMBJANMA1,6/10/2014,,Band,HOWR,2720-99519,"A,BU/W",ASY,F,BP,NULL,12.2,47,40,17.2,NULL,,,, 
Springfield,LAMBJANMA1,6/10/2014,,Recap,HOWR,2690-87775,"O,A/P",ASY,M,U,NULL,NULL,NULL,NULL,NULL,NULL,,,, 
Springfield,HIGGBETMA1,6/10/2014,,Band,NOCA,2651-17118,"BU,O/A",HY,U,J,NULL,40.18,85,86,23.7,NULL,,,, 
Springfield,LAMBJANMA1,6/10/2014,,Band,SOSP,2691-06111,"R/Y,A",AHY,M,CP,NULL,21.91,64,65,21.3,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,AMRO,1212-52865,"O/A,W",AHY,M,CP,NULL,71.43,128,95,33.5,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,AMRO,1212-52866,"P/A,W",ASY,M,CP,NULL,78.24,128,101,33.9,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,AMRO,1212-52864,"P/BK,A",SY,M,CP,NULL,81.22,132,100,36.1,NULL,,,, 
Springfield,CLARBRYMA1,6/11/2014,,Recap,BCCH,2690-87917,"A,BU/G",ASY,M,CP,NULL,11.62,67,62,16.5,NULL,,,, 
Springfield,CLARBRYMA1,6/11/2014,,Band,BCCH,2720-99521,"A/P,W",ASY,F,BP,NULL,11.05,62,57,16.9,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,BCCH,2730-27513,"BU/W,A",ASY,M,CP,NULL,11.08,66,65,16.2,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Recap,BCCH,2690-87732,"O,P/A",ASY,M,CP/BP,NULL,11.8,66,61,17.35,NULL,,,, 
Springfield,CLARBRYMA1,6/11/2014,,Band,CARW,2691-06112,"A,O/P",ASY,M,CP,NULL,22.82,61,49,22.4,NULL,,,, 
Springfield,CLARBRYMA1,6/11/2014,,Band,GRCA,2641-85617,"A,W/W",ASY,M,CP,NULL,34.52,91,100,27.7,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,GRCA,2651-17122,"O,A/O",ASY,M,CP,NULL,39.12,88,92,28.2,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,GRCA,2651-17121,"P,A/Y",SY,F,BP,NULL,40.07,86,94,39.3,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,GRCA,2651-17120,"W/BU,A",SY,M,CP,NULL,35.59,87,96,27.7,NULL,,,, 
Springfield,CLARBRYMA1,6/11/2014,,Band,HOWR,2720-99520,"R,W/A",ASY,M,CP,NULL,11.62,50,37,16.9,NULL,,,, 
Springfield,SINIKRIMA1,6/11/2014,,Band,HOWR,2730-27514,"W,A/G",AHY,M,CP,NULL,11.16,50,41,17.2,NULL,,,, 
Springfield,CLAYBRYMA1,6/11/2014,NA,Resight-technician,BCCH,269087917,"A,BU/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,6/11/2014,NA,Resight-participant,AMRO,121252896,"Y/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,SINIKRIMA1,6/11/2014,NA,Resight-technician,BCCH,269087732,"O,P/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HODGBENMA1,6/12/2014,,Band,BCCH,2720-99524,"O,A/W",AHY,M,CP,NULL,11.17,61,51,17.5,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,BCCH,2720-99524,"O,W/A",AHY,M,CP,NULL,11.17,61,51,17.5,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,CARW,2691-06113,"A,P/BU",AHY,F,BP,NULL,15.95,56,45,19.7,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,CARW,2691-06114,"R/Y,A",U,U,U,NULL,NULL,NULL,NULL,NULL,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,GRCA,2641-85618,"G,W/A",ASY,F,BP,NULL,40.68,90,97,27.5,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,GRCA,2641-85620,"O/A,BU",ASY,F,BP,NULL,35.97,89,86,27,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,GRCA,2641-85619,"P/A,Y",SY,M,CP,NULL,36.74,86,93,27.1,NULL,,,, 
Springfield,HODGBENMA1,6/12/2014,,Band,HOWR,2720-99523,"BU,R/A",ASY,M,CP,NULL,11.08,49,43,17.8,NULL,,,, 
Springfield,CLAYBRYMA1,6/12/2014,NA,Resight-participant,BCCH,272099521,"W/G,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,6/12/2014,NA,Resight-participant,AMRO,121252856,"O,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MALTELIMA1,6/13/2014,,Band,BCCH,2720-99522,"A/W,BK",AHY,M,CP,NULL,11.81,65,64,17.2,NULL,,,, 
Springfield,MALTELIMA1,6/13/2014,,Band,BCCH,2720-99525,"O/Y,A",SY,F,BP,NULL,11.57,63,56,16.4,NULL,,,, 
Springfield,MALTELIMA1,6/13/2014,,Band,CARW,2691-06115,"A,O/BU",ASY,M,CP,NULL,21.12,59,51,21.6,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,CARW,2371-04375,"W,A/G",AHY,M,CP,NULL,23.31,64,54,22,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17125,"A/O,P",ASY,M,CP,NULL,36.69,96,100,28.6,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17129,"G,BU/A",ASY,M,CP,NULL,37.81,94,100,28.7,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17128,"R,A/Y",SY,U,U,NULL,33.71,89,91,28.4,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17124,"W,G/A",ASY,F,BP,NULL,34.22,90,93,28.1,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17126,"W/A,W",ASY,F,BP,NULL,38.31,87,95,26.3,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17127,"W/R,A",ASY,M,CP,NULL,38.24,94,98,28.9,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,GRCA,2651-17130,"Y,Y/A",ASY,M,CP,NULL,35.03,91,94,28,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,HOWR,2730-27515,"O,A/BK",ASY,M,CP,NULL,11.11,49,38,17.8,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,NOCA,2651-17131,"A/W,Y",AHY,F,BP,NULL,42.1,90,95,23.7,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,NOCA,2651-17123,"G,P/A",AHY,M,CP,NULL,43.65,92,100,25,NULL,,,, 
Springfield,REIDLOLMA1,6/13/2014,,Band,SOSP,2371-04374,"G,P/A",AHY,M,CP,NULL,20.21,65,66,22,NULL,,,, 
Springfield,CANNANNMA1,6/13/2014,NA,Resight-participant,HOWR,272099515,"Y,BU/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,TOSCPAMMA1,6/14/2014,,Band,BCCH,2730-27516,"Y,Y/A",ASY,M,CP,NULL,11.6,69,67,16.9,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,GRCA,2651-17135,"A/Y,O",ASY,F,BP,NULL,36.41,87,96,27.4,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,GRCA,2651-17133,"BU,BU/A",ASY,M,CP,NULL,33.91,87,94,28,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,GRCA,2651-17134,"P,G/A",ASY,M,CP,NULL,33.18,89,96,27.8,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,GRCA,2651-17132,"W,R/A",SY,F,BP,NULL,47.72,86,84,29.5,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,SOSP,2371-04376,"P,A/P",AHY,M,CP,NULL,21.64,67,71,22.3,NULL,,,, 
Springfield,TOSCPAMMA1,6/14/2014,,Band,SOSP,2371-04377,"Y,G/A",AHY,M,CP,NULL,21.8,63,69,22.4,NULL,,,, 
Springfield,WHELGWEMA1,6/14/2014,,Recap,BCCH,2690-87708,"BK,A/BU",ASY,M,CP,NULL,12.5,65,64,16.9,NULL,,,, 
Springfield,WHELGWEMA1,6/14/2014,,Band,HOWR,2720-99526,"BK,BK/A",ASY,F,BP,NULL,10.82,49,42,17.3,NULL,,,, 
Springfield,WHELGWEMA1,6/14/2014,,Band,HOWR,2720-99527,"R,Y/A",ASY,M,CP,NULL,11.74,50,40,17.7,NULL,,,, 
Springfield,WHELGWEMA1,6/14/2014,NA,Resight-technician,BCCH,269087708,"BK,A/BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/15/2014,NA,Resight-participant,BCCH,269087718,"R,A/BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KELLSETMA1,6/16/2014,,Band,AMRO,1212-52863,"BU/BK,A",SY,F,BP,NULL,80.65,116,90,33.4,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,BCCH,2730-27517,"O/P,A",AHY,M,CP,NULL,12.13,64,60,17.5,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,BCCH,2730-27518,"W,R/A",SY,F,BP,NULL,10.62,61,60,17.9,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,CARW,2371-04379,"W,A/BU",AHY,M,CP,NULL,19.34,59,50,22.4,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,GRCA,2651-17139,"A,P/Y",ASY,M,CP,NULL,29.9,90,96,27.2,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,GRCA,2651-17138,"A,BU/Y",ASY,M,CP,NULL,33.19,93,100,28.8,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,GRCA,2651-17136,"A/W,R/A",ASY,F,BP,NULL,35.03,89,94,28.7,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,GRCA,2651-17137,"W,BK/A",ASY,M,CP,NULL,37.96,89,92,28.7,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04383,"A,BK/G",AHY,M,CP,NULL,20.78,68,69,23,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04382,"A,BU/Y",AHY,F,BP,NULL,22.16,63,66,22.3,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04385,"A/G,G",AHY,F,BP,NULL,22.87,62,65,21.6,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04380,"BU,BU/A",AHY,M,CP,NULL,21.55,64,62,22.2,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04384,"G/BU,A",AHY,F,BP,NULL,20.38,60,60,21.4,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04381,"W,BK/A",AHY,M,CP,NULL,21.86,63,64,21.8,NULL,,,, 
Springfield,KELLSETMA1,6/16/2014,,Band,SOSP,2371-04378,"W,R/A",AHY,F,BP,NULL,23.75,62,63,21.7,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Recap,AMRO,1212-52839,"A/R,G",ASY,M,CP,NULL,72.83,131,97,33.2,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Recap,BCCH,2690-87830,"BU,P/A",ASY,M,CP,NULL,11.8,65,62,17.8,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Band,BCCH,2720-99529,"BU,G/A",ASY,M,CP,NULL,11.75,66,64,18.5,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Band,BCCH,2720-99528,"W,A/R",AHY,M,CP,NULL,11.62,66,60,18.2,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Recap,GRCA,2561-86629,"BK,A/BU",ASY,M,CP,NULL,34.86,90,96,27.5,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Band,GRCA,2651-17142,"BU/W,A",ASY,F,BP,NULL,37.37,89,93,27.7,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Band,GRCA,2641-85621,"G/A,P",SY,M,CP,NULL,32.11,89,89,26.8,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Band,GRCA,2651-17140,"O,Y/A",ASY,M,CP,NULL,36.55,87,92,28.5,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Band,HOWR,2730-27520,"BU/A,G",AHY,M,CP,NULL,10.76,48,39,16.5,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Band,HOWR,2730-27519,"R/W,A",AHY,M,CP,NULL,11.16,52,40,17.6,NULL,,,, 
Springfield,BAKENANMA1,6/17/2014,,Band,NOCA,2651-17141,"A/W,G",AHY,F,BP,NULL,42.92,95,99,23.3,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Band,SOSP,2691-06116,"A/G,R",AHY,M,CP,NULL,22.74,69,70,21.7,NULL,,,, 
Springfield,WILLJUDMA1,6/17/2014,,Band,SOSP,2691-06117,"O,W/A",AHY,F,BP,NULL,22.11,64,64,20.7,NULL,,,, 
Springfield,HODGBENMA1,6/17/2014,NA,Resight-participant,BCCH,269087894,"R/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,WOODSANMA1,6/18/2014,,Band,AMRO,1212-52861,"Y,G/A",SY,F,BP,NULL,85.92,130,100,34.5,NULL,,,, 
Springfield,WOODSANMA1,6/18/2014,,Band,GRCA,2651-17144,"A,R/Y",ASY,M,CP,NULL,33.67,87,87,28.2,NULL,,,, 
Springfield,WOODSANMA1,6/18/2014,,Band,GRCA,2651-17143,"A,BK/W",AHY,M,CP,NULL,37.33,86,94,27.5,NULL,,,, 
Springfield,WOODSANMA1,6/18/2014,,Band,HOWR,2730-27521,"A/R,R",ASY,M,CP,NULL,10.94,50,42,18,NULL,,,, 
Springfield,LANGPETMA1,6/19/2014,,Band,BCCH,2720-99531,"A/BK,Y",SY,F,BP,NULL,11.03,64,60,17.1,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,BCCH,2730-27522,"BU,A/Y",SY,F,BP,NULL,10.54,62,59,16.7,NULL,,,, 
Springfield,LANGPETMA1,6/19/2014,,Band,BCCH,2720-99530,"G/A,BU",AHY,M,CP,NULL,11.39,63,61,17.2,NULL,,,, 
Springfield,LANGPETMA1,6/19/2014,,Band,BCCH,2720-99532,"O/BU,A",AHY,M,CP,NULL,11.96,67,64,17,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,BCCH,2730-27526,"P/P,A",AHY,F,BP,NULL,10.24,63,65,17,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,BCCH,2730-27525,"W/W,A",AHY,U,U,NULL,12.1,65,60,16.7,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,GRCA,2651-17145,"G,G/A",ASY,M,CP,NULL,37.4,93,98,27.9,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,GRCA,2651-17147,"W,A/P",ASY,M,CP,NULL,35.14,87,94,27.2,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,HOWR,2730-27524,"P,A/P",ASY,M,CP,NULL,11.28,51,41,17.6,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,HOWR,2730-27523,"Y/A,BU",AHY,F,BP,NULL,11.27,51,43,17.1,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,NOCA,2651-17146,"P/A,W",AHY,M,CP,NULL,45.18,93,96,24.6,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04390,"A,W/G",AHY,F,BP,NULL,22.34,61,67,22.8,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04389,"A,W/P",HY,U,J,NULL,20.88,65,60,21.5,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04391,"G/R,A",AHY,M,CP,NULL,22.02,66,67,22.7,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04387,"P,G/A",HY,U,J,NULL,21.63,64,60,21.9,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04388,"R,R/A",HY,U,J,NULL,21.42,65,60,22.3,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,,Band,SOSP,2371-04386,"Y,Y/A",HY,U,J,NULL,21.59,64,56,22.3,NULL,,,, 
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,HOWR,273027524,"P,A/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This male successfully nested in 2014 with female #273027523,
Y/Al, Bu (report already submitted)."
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,HOWR,273027523,"Y/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This female successfully nested in 2014 with male #273027524,
P, Al/P (report already submitted)."
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,BCCH,273027522,"BU,A/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This female successfully nested in 2014 with male #269087718,
R, Al/Bk (report already submitted)"
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,SOSP,237104391,"G/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,GRCA,265117145,"G,G/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,NOCA ,265117146,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,GRCA,265117147,"W,A/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,BCCH,273027525,"W/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,6/19/2014,NA,Resight-participant,BCCH,273027526,"P/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LANGPETMA1,6/19/2014,NA,Resight-technician,BCCH,269087918,"O,A/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,JORGJANMA1,6/20/2014,,Band,AMRO,1352-63512,"BU/A,P",ASY,F,BP,NULL,81.66,122,95,31.1,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,BCCH,2720-99534,"A/BK,BU",SY,M,CP,NULL,12.08,65,60,17.8,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,BCCH,2720-99533,"G,A/BU",AHY,F,BP,NULL,10.88,63,59,15.6,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,CARW,2691-06118,"A,BK/Y",AHY,F,BP,NULL,19.85,61,52,22.2,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,CARW,2691-06120,"R,A/BK",SY,M,CP,NULL,21.78,60,50,21.6,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,GRCA,2641-85622,"P,A/W",SY,M,CP,NULL,37.44,90,94,28.3,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,,Band,SOSP,2691-06119,"P/A,O",AHY,M,CP,NULL,21.3,64,65,22.2,NULL,,,, 
Springfield,JORGJANMA1,6/20/2014,NA,Resight-technician,NOCA,256186631,"Y/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MATUKEVMA1,6/22/2014,,Band,CARW,2691-06121,"A,W/Y",AHY,M,CP,NULL,21.39,60,54,22.3,NULL,,,, 
Springfield,MATUKEVMA1,6/22/2014,,Band,GRCA,2641-85624,"W,A/R",ASY,F,BP,NULL,35.35,81,86,29.2,NULL,,,, 
Springfield,MATUKEVMA1,6/22/2014,,Band,NOCA,2641-85623,"R,A/BK",HY,U,J,NULL,42.35,88,99,26.3,NULL,,,, 
Springfield,ZIMMBOBMA1,6/23/2014,,Band,HOWR,2730-27528,"G/A,W",AHY,M,CP,NULL,11.55,50,43,17.1,NULL,,,, 
