hub,site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,featherID,attachmentID,rsLong,rsLat,notesEnc
Springfield,HENDANNMA1,7/26/2014,,Band,SOSP,2581-97915,"Y,R/A",HY,U,J,NULL,20,61,62,21.4,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,BCCH,2720-99588,"BU/G,A",U,U,U,NULL,11.83,66,68,17,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,BCCH,2720-99589,"G,A/O",HY,U,J,NULL,9.8,61,60,15.4,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,BCCH,2720-99587,"O/A,Y",HY,U,J,NULL,11.26,65,62,16.9,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Recap,CARW,2291-44275,"O,A/G",AHY,U,U,NULL,21.11,60,53,22.4,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,GRCA,2641-85668,"A/BU,O",ASY,F,BP,NULL,35.46,88,95,27.3,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,GRCA,2641-85669,"A/G,Y",SY,M,CP,NULL,36.43,86,94,28,NULL,,,, 
Springfield,HAMMSHIMA1,7/27/2014,,Band,GRCA,2641-85670,"W,A/W",SY,F,U,NULL,37.24,86,90,27.5,NULL,,,, 
Springfield,BURNNIKMA1,7/29/2014,,Band,BCCH,2730-27576,"W,A/BK",HY,U,J,NULL,12.08,67,65,17.1,NULL,,,, 
Springfield,BURNNIKMA1,7/29/2014,,Band,CARW,2581-97918,"A/O,Y",AHY,U,U,NULL,19.86,61,55,22,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,BCCH,2720-99591,"A,O/W",HY,U,J,NULL,11.75,66,65,16.3,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,BCCH,2720-99590,"BK,G/A",HY,U,J,NULL,10.53,62,61,15.8,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85674,"A,BU/W",AHY,M,CP,NULL,36.02,89,96,27.5,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85672,"A/P,O",HY,U,J,NULL,35.93,85,85,27.2,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85676,"A/P,BK",HY,U,J,NULL,34.57,86,82,28.1,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85671,"BK,A/G",AHY,M,CP,NULL,38.02,89,97,26.8,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85678,"O,A/W",ASY,M,CP,NULL,33.72,89,96,26.5,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85675,"R/A,BK",HY,U,J,NULL,35.49,89,91,27.8,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85677,"R/BU,A",SY,F,BP,NULL,39.08,87,97,28.2,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Recap,GRCA,1891-11049,"R/R,A",ASY,F,BP,NULL,37.79,88,96,26.5,NULL,,,, 
Springfield,TOUCWENMA1,7/30/2014,,Band,GRCA,2641-85673,"Y,A/O",HY,U,J,NULL,38.87,86,90,27.3,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Band,AMRO,1212-36697,"BK/A,W",SY,M,CP,NULL,80.14,128,100,33,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Band,AMRO,1212-36698,"BU,O/A",SY,M,CP,NULL,79.25,130,100,34.1,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,AMRO,1352-63529,"W/A,BK",ASY,M,CP,NULL,73.34,130,89,32.5,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,BCCH,2720-99597,"A,BU/W",HY,U,J,NULL,10.89,64,62,16,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,BCCH,2720-99593,"A,Y/W",AHY,U,U,NULL,11.16,67,64,16.6,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,BCCH,2720-99596,"A/P,Y",HY,U,J,NULL,11.63,65,61,16.9,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,BCCH,2720-99595,"G,A/BK",AHY,U,U,NULL,10.72,62,57,15.7,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,BCCH,2720-99594,"R/P,A",AHY,U,U,NULL,12.49,64,64,17.4,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Band,CARW,2581-97919,"O,A/R",AHY,U,U,NULL,20.86,60,50,22.4,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,CARW,2691-06146,"P/R,A",AHY,F,BP,NULL,18.59,61,52,22.2,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,GRCA,2641-85679,"A,O/W",HY,U,J,NULL,38.95,90,92,27.1,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,,Band,GRCA,2641-85680,"A,BK/BU",HY,U,J,NULL,36.56,90,87,27.2,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Band,HOWR,2730-27577,"BU/R,A",AHY,F,BP,NULL,11.42,50,44,17.6,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Recap,NOCA,2561-86637,"A,R/G",ASY,M,CP,NULL,47.88,96,94,25.8,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Recap,NOCA,2561-86637,"R/G,A",ASY,M,CP,NULL,47.88,96,94,25.8,NULL,,,, 
Springfield,ZEPKJANMA1,7/31/2014,,Band,SOSP,2581-97920,"O/P,A",AHY,M,CP,NULL,22.49,64,66,21.1,NULL,,,, 
Springfield,KINGDAVMA1,7/31/2014,NA,Resight-technician,GRCA,256186691,"A,G/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KINGDAVMA1,7/31/2014,NA,Resight-participant,GRCA,256186691,"A,G/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KINGDAVMA1,7/31/2014,NA,Resight-participant,HOWR,269087759,"Y/A,BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,VARLKARMA1,8/1/2014,,Band,BCCH,2730-27579,"BK/BU,A",AHY,U,U,NULL,11.58,67,62,18.6,NULL,,,, 
Springfield,VARLKARMA1,8/1/2014,,Band,BCCH,2730-27578,"W,G/A",HY,U,J,NULL,18.73,63,62,16.3,NULL,,,, 
Springfield,VARLKARMA1,8/1/2014,,Band,CARW,2581-97921,"A,G/R",U,U,U,NULL,17.71,58,47,21.1,NULL,,,, 
Springfield,VARLKARMA1,8/1/2014,,Band,GRCA,2651-17171,"BU,A/BU",ASY,M,CP,NULL,36.49,92,99,29.1,NULL,,,, 
Springfield,BENNBILMA1,8/1/2014,NA,Resight-participant,HOWR,273027523,"Y/A,BU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BRIDNATMA1,8/2/2014,,Band,AMRO,1352-63530,"A/BU,O",HY,U,J,NULL,69.62,121,100,33.5,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,,Recap,BCCH,2660-85447,"G/A,G",AHY,U,U,NULL,12.16,68,63,18.1,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,,Band,BCCH,2720-99600,"P,W/A",U,U,U,NULL,12.44,66,62,18,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,,Band,HOWR,2720-99598,"Y,A/BU",HY,U,J,NULL,10.36,48,41,18,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,,Recap,NOCA,2561-86664,"A/Y,G",AHY,F,BP,NULL,42.04,89,100,24.7,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,,Recap,NOCA,2561-86663,"BU,R/A",AHY,M,CP,NULL,42.27,94,101,25.5,NULL,,,, 
Springfield,BRIDNATMA1,8/2/2014,NA,Resight-technician,HOWR,266085449,"A,W/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,FORTMARMA1,8/4/2014,,Band,CARW,2691-06147,"A,BU/Y",AHY,M,CP,NULL,20,60,52,21,NULL,,,, 
Springfield,FORTMARMA1,8/4/2014,,Band,HOWR,2720-99606,"A/G,BU",HY,U,J,NULL,9.85,47,39,16.5,NULL,,,, 
Springfield,FORTMARMA1,8/4/2014,,Band,NOCA,2641-85682,"G,A/O",AHY,M,CP,NULL,43.64,94,100,25.2,NULL,,,, 
Springfield,FORTMARMA1,8/4/2014,,Band,NOCA,2641-85681,"R,P/A",AHY,F,BP,NULL,40.93,89,92,23.9,NULL,,,, 
Springfield,FORTMARMA1,8/4/2014,,Band,SOSP,2691-06148,"BK/O,A",HY,U,J,NULL,20.85,64,61,21.7,NULL,,,, 
Springfield,AKREMIKMA2,8/9/2014,NA,Resight-participant,GRCA,264185659,"W,A/O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,AKREMIKMA2,8/9/2014,NA,Resight-participant,SOSP,269106136,"O,W/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,AKREMIKMA2,8/9/2014,NA,Resight-participant,SOSP,269106139,"A,Y/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,8/9/2014,NA,Resight-participant,BCCH,273027525,"W/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,AKREMIKMA2,8/10/2014,NA,Resight-participant,SOSP,269106140,"A,G/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,8/10/2014,NA,Resight-participant,BCCH,273027526,"P/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MERIMARMA1,8/12/2014,NA,Resight-participant,BCCH,269087789,"W,A/O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KINGGEOMA1,8/14/2014,NA,Resight-participant,BCCH,269087899,"Y/A,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAMMSHIMA1,8/24/2014,NA,Resight-participant,BCCH,272099587,"O/A,Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.6506,42.321529,"rsNeighbor BBL, Vernon Street, Northampton, MA"
Springfield,BENNBILMA1,8/26/2014,NA,Resight-participant,NOCA,265117146,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,9/19/2014,NA,Resight-participant,NOCA,265117146,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,9/19/2014,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,9/28/2014,NA,Resight-participant,BCCH,273027526,"P/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,9/28/2014,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,10/1/2014,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,10/12/2014,NA,Resight-participant,BCCH,269087833,"W/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,10/12/2014,NA,Resight-participant,BCCH,273027522,"BU,A/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,10/12/2014,NA,Resight-participant,BCCH,273027525,"W/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,10/24/2014,NA,Resight-participant,NOCA,265117146,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,10/25/2014,NA,Resight-participant,BCCH,273027526,"P/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KANEBRIMA1,11/2/2014,NA,Resight-participant,BCCH,273027544,"G/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,11/10/2014,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ZEPKJANMA1,11/10/2014,NA,Resight-participant,SOSP,258197920,"O/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,11/14/2014,NA,Resight-participant,NOCA,265117146,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,11/21/2014,NA,Resight-participant,BCCH,269087718,"R,A/BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,11/21/2014,NA,Resight-participant,BCCH,273027525,"W/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BENNBILMA1,11/23/2014,NA,Resight-participant,BCCH,273027522,"BU,A/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,12/7/2014,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,12/7/2014,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HALALEEMA1,1/1/2015,NA,Resight-participant,SOSP,237104362,"P/A,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HALALEEMA1,1/1/2015,NA,Resight-participant,NOCA,265117104,"P,P/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,1/9/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,1/9/2015,NA,Resight-participant,BCCH,275035145,"A,O/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ROSEJOSMA1,1/27/2015,NA,Resight-participant,NOCA,189111047,"Y/A,P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,STEPJANMA1,1/30/2015,NA,Resight-participant,CARW,258197904,"O,R/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rsNeighbor 
Springfield,CLAYBRYMA1,2/7/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ROSEJOSMA1,2/15/2015,NA,Resight-participant,CARW,237104368,"A,O/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Killed by cat 
Springfield,CLAYBRYMA1,2/23/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,3/3/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,3/6/2015,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,3/18/2015,NA,Resight-participant,BCCH,272099521,"A/P,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,3/18/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,3/20/2015,NA,Resight-participant,NOCA,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"As previously reported, this bird has lost its aluminum band."
Springfield,MERIMARMA1,3/24/2015,NA,Resight-participant,BCCH,269087792,"R/A,BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,MERIMARMA1,3/24/2015,NA,Resight-participant,BCCH,269087793,"P,A/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,3/25/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,3/28/2015,NA,Resight-participant,BCCH,269087917,"A,BU/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,3/28/2015,NA,Resight-participant,BCCH,272099521,"A/P,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,4/2/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,4/2/2015,NA,Resight-participant,NOMO,121236664,"O/P,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This bird lost its purple band. The orange band is opening and may fall off at some point.
Springfield,HALALEEMA1,4/2/2015,NA,Resight-participant,BCCH,273027504,"BU,O/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,4/3/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,4/8/2015,NA,Resight-participant,NOCA,256186618,"O/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,FAERHOWMA1,4/11/2015,NA,Resight-participant,BCCH,273027506,"BK/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HALALEEMA1,4/11/2015,NA,Resight-participant,AMRO,121236683,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,4/12/2015,NA,Resight-participant,NOMO,135263516,"A,BK/Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This bird is associating again with the male originallly captured on 7/16/13 (121236664, O/P, Al) and recaptured on 6/25/14. The two established a nest last year, and appear to be doing so this year."
Springfield,BAKENANMA1,4/14/2015,NA,Resight-participant,BCCH,269087830,"BU,P/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,HAZZANNMA1,4/14/2015,NA,Resight-participant,BCCH,272099513,"Y/Y,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BAKENANMA1,4/16/2015,NA,Resight-participant,NOCA,256186610,"G/G,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,WILDSIEMA1,4/17/2015,NA,Resight-participant,NOCA,256185701,"R/O,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.87694,42.403316,"rsNeighbor BBL, 9 Ireland Street, West Chesterfield, MA"
Springfield,JORGJANMA1,4/19/2015,NA,Resight-participant,NOMO,121252838,"R,Y/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ANDEHALMA1,4/22/2015,NA,Resight-participant,BCCH,272099540,"G/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rsNeighbor 
Springfield,HAZZANNMA1,4/23/2015,NA,Resight-participant,BCCH,272099514,"P,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,AKREMIKMA2,4/24/2015,NA,Resight-participant,SOSP,269106139,"Y/W,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,DOPLJANMA1,4/26/2015,NA,Resight-participant,BCCH,269087755,"W,A/W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BAKENANMA1,4/28/2015,NA,Resight-participant,BCCH,269087715,"R,O/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,BAKENANMA1,4/28/2015,NA,Resight-participant,BCCH,269087830,"BU,P/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,4/28/2015,NA,Resight-participant,BCCH,269087917,"A,BU/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,CLAYBRYMA1,4/28/2015,NA,Resight-participant,BCCH,272099521,"A/P,W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LEWASUSMA1,4/30/2015,NA,Resight-participant,NOCA,256186608,"A,O/P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,TOSCPAMMA1,5/3/2015,NA,Resight-participant,SOSP,237104377,"Y,G/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,LERMSUSMA1,5/5/2015,,Band,BCCH,2750-35002,"O,A/G",SY,M,CP,NULL,12.32,64,60,20.15,NULL,,,, 
Springfield,LERMSUSMA1,5/5/2015,,Band,BCCH,2750-35001,"Y,A/O",AHY,M,CP,NULL,12.35,65,64,19.85,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35004,"A,R/BU",SY,M,CP,NULL,10.88,62,60,17.77,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35003,"A/P,BK",SY,M,CP,NULL,12.89,67,60,16.51,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35006,"G,A/R",ASY,M,CP,NULL,11.85,68,62,17.6,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35008,"O,G/A",ASY,M,CP,NULL,12.5,66,64,17.9,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35009,"P/W,A",SY,F,BP,NULL,11.66,60,58,16.2,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,BCCH,2750-35005,"R/A,O",ASY,M,CP,NULL,10.72,62,58,16.51,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,GRCA,2651-17047,"BK,G/A",ASY,M,CP,NULL,37.73,92,92,27.81,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,GRCA,2651-17046,"Y,A/BU",AHY,M,CP,NULL,37.26,88,92,27.9,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,HOWR,2750-35007,"R/A,W",ASY,M,CP,NULL,11.1,54,42,17.7,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Recap,SOSP,2691-06139,"A,Y/W",AHY,M,CP,NULL,20.13,63,64,21.1,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Band,SOSP,2291-44231,"R/A,W",AHY,M,CP,NULL,22.8,67,65,21.9,NULL,,,, 
Springfield,AKREMICMA1,5/6/2015,,Recap,SOSP,2691-06139,"Y/W,A",AHY,M,CP,NULL,20.13,63,64,21.1,NULL,,,, 
Springfield,GRIFRACMA1,5/6/2015,NA,Resight-participant,GRCA,264185630,"O/R,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appears to be associating with a non-banded Catbird.
Springfield,ROSEJOSMA1,5/6/2015,NA,Resight-participant,GRCA,265117112,"BU/A,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,KANEBRIMA1,5/7/2015,,Band,BCCH,2750-35010,"A,Y/O",AHY,U,U,NULL,10.74,61,56,16.7,NULL,,,, 
Springfield,KANEBRIMA1,5/7/2015,,Band,BCCH,2750-35011,"A,BK/BU",AHY,U,U,NULL,11.52,62,58,18.5,NULL,,,, 
Springfield,KANEBRIMA1,5/7/2015,,Band,EAPH,2750-35012,"A,R/R",AHY,F,BP,NULL,21.62,83,68,17.59,NULL,,,, 
Springfield,CLAYBRYMA1,5/7/2015,NA,Resight-participant,BCCH,269087917,"A,BU/G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GRIFRACMA1,5/7/2015,NA,Resight-participant,NOCA,189111072,"A/P,R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This bird is missing his purple band.
Springfield,KANEBRIMA1,5/7/2015,NA,Resight-technician,BCCH,273027546,"O/G,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ROSEJOSMA1,5/7/2015,NA,Resight-participant,GRCA,265117111,"A/W,G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,TOSCPAMMA1,5/7/2015,NA,Resight-participant,GRCA,265117135,"A/Y,O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,GILLESMA1,5/8/2015,,Band,BCCH,2570-35014,"P/BU,A",AHY,M,CP,NULL,12.06,67,63,17.75,NULL,,,, 
Springfield,GILLESMA1,5/8/2015,,Band,BCCH,2570-35013,"Y/W,A",ASY,M,CP,NULL,12.37,65,60,17.09,NULL,,,, 
Springfield,DOPLJANMA1,5/8/2015,NA,Resight-participant,GRCA,264185626,"BU/G,A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Springfield,ATHEJIMMA1,5/9/2015,,Band,BCCH,2720-99609,"A/G,P",AHY,F,BP,NULL,13.46,63,62,17.49,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,BCCH,2720-99610,"A/Y,O",AHY,M,CP,NULL,11.49,62,62,17.28,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,EAPH,2720-99608,"A,O/Y",AHY,F,BP,NULL,21.55,82,67,17.4,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,EAPH,2720-99607,"A/W,W",AHY,U,U,NULL,22.62,88,72,18.25,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,GRCA,2651-43210,"A,W/G",ASY,U,U,NULL,35.94,88,98,29.39,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,GRCA,2651-43211,"BK/A,O",ASY,U,U,NULL,35.52,95,98,29.31,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,GRCA,2651-43212,"P/Y,A",SY,U,U,NULL,38.66,86,92,28.7,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,GRCA,2651-43213,"Y,A/R",ASY,U,U,NULL,36.35,89,94,28.42,NULL,,,, 
Springfield,ATHEJIMMA1,5/9/2015,,Band,NOCA,2651-43214,"A,R/BU",AHY,M,CP,NULL,45.54,93,101,25.75,NULL,,,, 
Springfield,MERIMARMA1,5/10/2015,NA,Resight-participant,BCCH,269087789,"W,A/O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen excavating a nest hole with chickadee with band # 269087793. They worked on it for a short period of time, then left. I'll keep an eye on it to see if they come back to it."
